标题,位置,房屋类型,面积,单价,总价,介绍,网址
江南新兴苑 2室2厅 北,江南新兴苑 五一路,2室2厅,82平米,"5,854元/平",48万,北简装低楼层(共6层) ,https://nn.lianjia.com/ershoufang/105114852231.html
玫瑰园  2房 84平 精装修   业主诚心出售,玫瑰园住宅楼 经开区,2室2厅,84平米,"6,905元/平",58万,南精装高楼层(共6层) ,https://nn.lianjia.com/ershoufang/105116471222.html
五一路低总价3房无欠款采光通风好,广西路桥总公司一分公司五一路生活区 五一路,3室2厅,80.76平米,"5,201元/平",42万,南简装高楼层(共7层) ,https://nn.lianjia.com/ershoufang/105110586998.html
普罗旺斯商圈  78万带装修 业主诚心出售,中旭•中央城 经开区,3室1厅,91.05平米,"8,567元/平",78万,北其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105117289574.html
业主诚心出售，户型方正，采光充足，房子保养好。,南宁恒大城 经开区,3室2厅,103.2平米,"7,365元/平",76万,南 北其他中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105117053910.html
此房满五唯一  过户快  配套齐全  精装好三房,碧园南城故事 经开区,3室2厅,97.5平米,"6,206元/平",60.5万,南精装低楼层(共11层) ,https://nn.lianjia.com/ershoufang/105112925444.html
东盟华府 3室2厅 东南,东盟华府 沙井,3室2厅,78平米,"7,565元/平",59万,东南精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105112800853.html
五一路 小两房 温馨 干净 总价低,翠湖新城北区 五一路,2室1厅,68平米,"6,177元/平",42万,南其他高楼层(共8层) ,https://nn.lianjia.com/ershoufang/105116386957.html
盛天领域 1室1厅 南,盛天领域 经开区,1室1厅,45平米,"10,000元/平",45万,南毛坯中楼层(共20层) ,https://nn.lianjia.com/ershoufang/105114173839.html
江南万达  交通方便  高层视野好,万达华府B区 白沙星光,3室2厅,88平米,"11,932元/平",105万,南精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116605853.html
此房格局好 楼层好 视野开阔 出行方便 楼楼新 保养好,骋望珺玺 五一路,3室2厅,85平米,"8,824元/平",75万,南精装中楼层(共31层) ,https://nn.lianjia.com/ershoufang/105117285449.html
地铁口临江小高层精致小三房急卖,红日江景 五一路,3室2厅,89平米,"7,585元/平",67.5万,南其他低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105117307381.html
壮锦大道冠城世家江南公园地铁口毛坯4房户型方正,西建冠城世家 五一路,4室1厅,126平米,"8,294元/平",104.5万,南毛坯低楼层(共45层) ,https://nn.lianjia.com/ershoufang/105116886976.html
青溪府 5室1厅 南 北,青溪府 经开区,5室1厅,143平米,"9,791元/平",140万,南 北精装低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105116456243.html
翠湖新城一房一厅，出售。无欠款，户型方正,翠湖新城北区 五一路,1室1厅,52平米,"5,770元/平",30万,南简装高楼层(共6层) ,https://nn.lianjia.com/ershoufang/105115447679.html
云星钱隆江南，精装三房，业主急卖,云星钱隆江南 白沙星光,3室2厅,95平米,"8,000元/平",76万,南其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115718140.html
经开区四号线  精装 两房 拎包入住,恒大翡翠华庭 经开区,2室2厅,82平米,"7,196元/平",59万,南 北其他中楼层(共38层) ,https://nn.lianjia.com/ershoufang/105116086697.html
普罗旺斯 毛坯四房  浅水湾 朝南户型方正,宏桂宏苑浅水湾 经开区,4室2厅,98.13平米,"8,764元/平",86万,南 北毛坯低楼层(共31层) ,https://nn.lianjia.com/ershoufang/105114837510.html
怡馨苑 大三房 交通便利 适合居住 停车位充足,怡馨苑 五一路,3室2厅,118.84平米,"7,994元/平",95万,南其他中楼层(共31层) ,https://nn.lianjia.com/ershoufang/105116912673.html
住在公园里，此房值得你一生所托,融晟公園大地A区 五一路,3室2厅,109平米,"6,744元/平",73.5万,南其他低楼层(共23层) ,https://nn.lianjia.com/ershoufang/105116729767.html
蓝鲸世界旁精装大3房  次新小区  得房率高,大都郡 经开区,4室2厅,103.6平米,"9,460元/平",98万,南其他低楼层(共27层) ,https://nn.lianjia.com/ershoufang/105116774791.html
房子业主诚心出售，业主自住保养9成新，装修保养很新,龙光普罗旺斯香奈儿 经开区,3室2厅,81平米,"10,494元/平",85万,南 北精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116956268.html
带车位  地铁口 电梯中层  4房2卫,荣和·公园里 沙井,4室2厅,98平米,"10,082元/平",98.8万,南精装高楼层(共20层) ,https://nn.lianjia.com/ershoufang/105113250239.html
西建冠城世家 5室2厅 南,西建冠城世家 五一路,5室2厅,126平米,"10,318元/平",130万,南精装高楼层(共45层) ,https://nn.lianjia.com/ershoufang/105117232413.html
昌泰茗城 大三房 户型方正 采光通风好 带车位,昌泰茗城 经开区,3室2厅,103平米,"9,127元/平",94万,南 北精装中楼层(共31层) ,https://nn.lianjia.com/ershoufang/105115109474.html
近江南万达，近江南公园，近海吉星菜市，近地铁5号线,融晟公園大地B区 五一路,3室2厅,100平米,"9,000元/平",90万,南 北精装低楼层(共31层) ,https://nn.lianjia.com/ershoufang/105115342391.html
金湾花城 3室2厅 南,金湾花城 白沙星光,3室2厅,120.75平米,"7,454元/平",90万,南精装中楼层(共6层) ,https://nn.lianjia.com/ershoufang/105115118568.html
毛坯大5房2卫，高楼层视野好，带车位，诚心出手,天健西班牙小镇 沙井,5室2厅,135平米,"7,408元/平",100万,南 北其他高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105117252878.html
江南万达旁边毛坯三房，新房现房二手，1万单价。,轨道御水元筑 白沙星光,3室2厅,86平米,"9,768元/平",84万,南毛坯低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105115617652.html
江南万达旁地铁口 中茵丽景星城 电梯两房诚心出售,中茵丽景星城 白沙星光,2室2厅,81平米,"8,889元/平",72万,南 北精装高楼层(共25层) ,https://nn.lianjia.com/ershoufang/105115254934.html
莫屋坡公交站 杉杉奥特莱斯广场,保利城B区 五一路,3室2厅,89平米,"8,203元/平",73万,南精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116832941.html
中旭•中央城 3室2厅 南,中旭•中央城 经开区,3室2厅,92平米,"9,348元/平",86万,南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105117326330.html
11楼 江边 2019年 5房 精装 无人居住过的,中国铁建西派澜岸 五一路,5室2厅,139平米,"9,785元/平",136万,北精装中楼层(共24层) ,https://nn.lianjia.com/ershoufang/105115407761.html
五一路 保利城旁 怡馨园 电梯房 业主诚意卖,怡馨苑 五一路,4室1厅,133平米,"6,617元/平",88万,南毛坯低楼层(共31层) ,https://nn.lianjia.com/ershoufang/105115048094.html
江南公园旁 带产权车位 毛坯3房2卫 新小区 地铁口物业,金成江南壹品 五一路,3室2厅,89平米,"10,000元/平",89万,南毛坯高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105115474406.html
东边套户型电梯高楼层，视野好，位置好，公园式住宅,融晟公園大地B区 五一路,4室2厅,142平米,"6,972元/平",99万,东 南 北其他高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105116120504.html
房子满五唯一 户型方正 采光充足业主 诚意卖房,保利城B区 五一路,4室1厅,119平米,"8,740元/平",104万,南 北其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115516207.html
中建邕和府，从未入住过，毛坯4房，通透格局,中建邕和府 沙井,4室2厅,119.42平米,"8,039元/平",96万,南其他高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105115620780.html
此房满五唯一，户型方正，万达商圈，还近地铁。,万达华府C区 白沙星光,3室2厅,104平米,"11,731元/平",122万,南 北其他中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115241751.html
中旭中 央城 75万正南三房 业主诚售 随时看房,中旭•中央城 经开区,3室2厅,91平米,"8,242元/平",75万,南毛坯中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115756056.html
新城 新希望  115平 联排 业主急售,新城新希望锦樾府 沙井,4室2厅,115平米,"16,087元/平",185万,南毛坯低楼层(共4层) ,https://nn.lianjia.com/ershoufang/105115533334.html
小区楼间距开阔，人车分流，宜居优选，恒大自己的物业,南宁恒大城 经开区,3室2厅,103.26平米,"8,038元/平",83万,南 北其他低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105117352918.html
白沙星光板块 2022年新小区 一梯一户 纯板楼,广汇名都 白沙星光,4室2厅,125平米,"8,800元/平",110万,南毛坯低楼层(共17层) ,https://nn.lianjia.com/ershoufang/105114209051.html
朝向好，户型方正，南北对流 ，凤凰楼层，免装修入住,中国铁建西派澜岸 五一路,4室2厅,126平米,"10,953元/平",138万,南精装中楼层(共27层) ,https://nn.lianjia.com/ershoufang/105117148650.html
华润品质现房有证 阳台朝南 看房方便 配套齐全,华润置地江南中心 五一路,3室2厅,89平米,"12,338元/平",109.8万,南 北其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115890276.html
紫兰公馆 4室2厅 南 北,紫兰公馆 经开区,4室2厅,146平米,"8,905元/平",130万,南 北其他低楼层(共29层) ,https://nn.lianjia.com/ershoufang/105117274544.html
带产权车位，户型方正，中间楼层采光好，保养好,龙光普罗旺斯香槟 经开区,3室2厅,108平米,"7,871元/平",85万,南精装中楼层(共17层) ,https://nn.lianjia.com/ershoufang/105114915224.html
5号线，西派澜岸精装4房，新交房，产权清晰，诚心出售,中国铁建西派澜岸 五一路,5室2厅,126.83平米,"9,147元/平",116万,南其他低楼层(共27层) ,https://nn.lianjia.com/ershoufang/105114793871.html
刚交房小区，新装修低总价小三房,中建邕和府 沙井,3室2厅,80平米,"7,975元/平",63.8万,南精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115097993.html
业主急售，看房提前约，价格还可以商量,吉维尼鲜花小镇 五一路,2室2厅,74.52平米,"8,723元/平",65万,东南精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105117022038.html
户型方正 格局好 中楼层 采光无遮挡 商圈配套成熟,保利城A区 五一路,3室2厅,89平米,"8,090元/平",72万,南精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114827554.html
优质地铁口 电梯阳房大三房 户型方正 采光通透,南宁奥园卡萨布兰卡组团 经开区,3室2厅,120平米,"5,917元/平",71万,南 北简装低楼层(共7层) ,https://nn.lianjia.com/ershoufang/105113042170.html
86万买盛天地精装4房 5号线地铁口 拎包入住,盛天领域 经开区,4室2厅,93平米,"8,925元/平",83万,南 北精装高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105116927199.html
生活配套成熟 离菜市场近 离地铁口500米,长城苑 白沙星光,2室1厅,71平米,"7,747元/平",55万,东南简装低楼层(共7层) ,https://nn.lianjia.com/ershoufang/105109237663.html
玫瑰园  2房 84平 精装修   业主诚心出售,玫瑰园住宅楼 经开区,2室2厅,84平米,"6,905元/平",58万,南精装高楼层(共6层) ,https://nn.lianjia.com/ershoufang/105116471222.html
白沙大道3房业主急卖65万，看房方便交通便利,云星尚雅名都 经开区,3室2厅,91.76平米,"6,975元/平",64万,南 北简装中楼层(共11层) ,https://nn.lianjia.com/ershoufang/105116050407.html
奥园小洋房，鸟语花香，江南独有！,南宁奥园卡萨布兰卡组团 经开区,3室2厅,118.57平米,"6,073元/平",72万,南精装低楼层(共6层) ,https://nn.lianjia.com/ershoufang/105110004883.html
带一个产权车位 电梯高层的三房 诚心出售,奥园名门 沙井,3室2厅,93平米,"7,742元/平",72万,东南其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115862060.html
万达商圈 公园旁 华润品质 刚需三房,华润置地江南中心 五一路,3室2厅,75平米,"10,934元/平",82万,东南其他中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116726229.html
五一西路 西派澜岸江景4房  保养好  江南小*学,中国铁建西派澜岸 五一路,4室2厅,108.18平米,"11,093元/平",120万,南其他中楼层(共29层) ,https://nn.lianjia.com/ershoufang/105109312825.html
汇东星城一期大三房 高楼层三面采光通透明亮 近學校,汇东星城 经开区,4室2厅,117平米,"7,693元/平",90万,南其他高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105117179807.html
建发玺院 4室2厅 南,建发玺院 五一路,4室2厅,126平米,"10,318元/平",130万,南其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105111355426.html
"西班牙小镇5房，楼层好，视野宽阔，采光充足,配套齐全",天健西班牙小镇 沙井,5室2厅,120.47平米,"7,471元/平",90万,南简装高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105116255859.html
万达對面 地铁口 小区环境好 电梯高层4房,盛邦领地 白沙星光,4室2厅,104平米,"12,308元/平",128万,南其他高楼层(共35层) ,https://nn.lianjia.com/ershoufang/105113463123.html
星光大道上 次新小区 万达商圈 电梯小3房 产权清晰,振宁星光广场 白沙星光,3室1厅,72平米,"10,834元/平",78万,东其他低楼层(共31层) ,https://nn.lianjia.com/ershoufang/105116454811.html
江南华润楼盘大小书BAO配齐正南三房诚意出售,华润置地江南中心 五一路,3室2厅,89平米,"11,798元/平",105万,南其他中楼层(共25层) ,https://nn.lianjia.com/ershoufang/105116801126.html
壮锦大道次新小区户型方正 楼层好,云星钱隆江景 五一路,3室2厅,89平米,"10,000元/平",89万,南毛坯低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105113866050.html
云星钱隆江南 4房2卫 中楼层 采光充足 小区新 绿化好,云星钱隆江南 白沙星光,4室2厅,126.64平米,"8,529元/平",108万,东南 南精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105113889027.html
位置不近路边 安静舒适，全新装修 近地铁,龙光玖珑府 经开区,5室2厅,130平米,"10,385元/平",135万,南 北精装低楼层(共40层) ,https://nn.lianjia.com/ershoufang/105117176716.html
江南大道骋望珺玺看江四房，楼层好,骋望珺玺 五一路,3室2厅,108平米,"9,538元/平",103万,南 北其他高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105111626324.html
轨道御水元筑 3室2厅 南,轨道御水元筑 白沙星光,3室2厅,100平米,"12,000元/平",120万,南毛坯低楼层(共31层) ,https://nn.lianjia.com/ershoufang/105117202182.html
出门地铁口 8万首付买奥园2房总价56万 拎包入住,南宁奥园北京组团 经开区,2室2厅,82.51平米,"6,788元/平",56万,南 北精装低楼层(共7层) ,https://nn.lianjia.com/ershoufang/105114979454.html
笋盘单价8300！隆源华府全新精装三房，位置安静采光好,隆源华府 经开区,3室2厅,95.29平米,"8,081元/平",77万,南精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105117076064.html
地铁口精装2房，恒大品质，业主诚心出售,南宁恒大城 经开区,2室2厅,76.6平米,"7,833元/平",60万,南 北精装高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105114640593.html
恒大精装交付，房龄5年内，小区环境舒适，管理很好,恒大帝景 经开区,3室2厅,129平米,"6,977元/平",90万,南其他中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105117072915.html
满五唯一！无欠款！南宁奥园中装三房，位置安静单价低,南宁奥园北京组团 经开区,3室1厅,121.44平米,"5,106元/平",62万,南精装中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105115914343.html
江边 地铁口 电梯5楼 4房2卫 精装,富宁新兴苑 五一路,4室2厅,113.71平米,"6,420元/平",73万,北其他中楼层(共11层) ,https://nn.lianjia.com/ershoufang/105114876674.html
白沙大道广汇名都毛坯3房含人防车位,广汇名都 白沙星光,3室2厅,96平米,"8,542元/平",82万,南毛坯低楼层(共25层) ,https://nn.lianjia.com/ershoufang/105115931238.html
刚需小户型 五一片区 配套成熟 业主诚心售房,富宁新兴苑 五一路,2室2厅,77平米,"8,052元/平",62万,南其他中楼层(共10层) ,https://nn.lianjia.com/ershoufang/105109071819.html
汇东星城地铁口4房 户型方正保养干净看房方便,汇东星城 经开区,4室2厅,111平米,"7,928元/平",88万,南精装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115964693.html
毛坯五房 户型方正 采光好 业主诚心出售 看房方便,汇东星世界一期 经开区,5室2厅,88.06平米,"10,221元/平",90万,南毛坯低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105109151619.html
经开区 锦兰公馆  毛坯房  朝南,锦兰公馆 经开区,2室1厅,82平米,"7,927元/平",65万,南毛坯高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116000594.html
五一路 富宁新兴苑 地铁5号线 随时看房,富宁新兴苑 五一路,3室2厅,120平米,"7,334元/平",88万,南 北其他高楼层(共6层) ,https://nn.lianjia.com/ershoufang/105110041929.html
江南公园简装5房2卫电梯房高楼层 南北双阳台产权清晰,融晟公園大地A区 五一路,5室2厅,126平米,"6,469元/平",81.5万,东 南 北其他高楼层(共22层) ,https://nn.lianjia.com/ershoufang/105115979212.html
房子户型方正 房间客厅宽敞 电梯中层,金沙湾花园 白沙星光,3室2厅,109.33平米,"7,501元/平",82万,南精装中楼层(共11层) ,https://nn.lianjia.com/ershoufang/105116011071.html
汇东星城精装3房，视野开阔，产权清晰，看房方便,汇东星城 经开区,3室2厅,86平米,"9,070元/平",78万,南精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105108956047.html
开发商装修，未入住 业主诚意售房 建发品质值得信赖,建发玺院 五一路,3室2厅,65平米,"9,154元/平",59.5万,南 北精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116701412.html
江南万达商圈 低总价2房  总价低  采光很好 近地铁口,广西工业建筑设计研究院住宅大院 白沙星光,2室2厅,52.86平米,"5,676元/平",30万,南精装高楼层(共8层) ,https://nn.lianjia.com/ershoufang/105109006126.html
楼层高 视野好 近菜市和滨江公园 居住舒适,丽江村小区 五一路,3室2厅,124.83平米,"5,528元/平",69万,南简装高楼层(共8层) ,https://nn.lianjia.com/ershoufang/105103339346.html
高楼层采光充足 朝南三房 随时看房,融晟公園大地A区 五一路,3室1厅,97平米,"6,444元/平",62.5万,南其他高楼层(共25层) ,https://nn.lianjia.com/ershoufang/105115528697.html
高楼层，采光好，视野通透，温馨舒适的家,金湾花城 白沙星光,3室2厅,110平米,"7,000元/平",77万,南精装高楼层(共6层) ,https://nn.lianjia.com/ershoufang/105104361383.html
满五唯一，无抵押，户型方正，通风好，采光足,百益牛顿苹果 经开区,3室2厅,95平米,"6,948元/平",66万,东南其他中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105107790494.html
蓝鲸世界大商城！友谊家园全吊顶精装两房，拎包入住,振宁友谊家园 经开区,2室2厅,79.64平米,"8,162元/平",65万,西精装中楼层(共25层) ,https://nn.lianjia.com/ershoufang/105107271428.html
五一路成熟小区，小区环境好，配套好，交通方便,富宁新兴苑 五一路,2室2厅,89.11平米,"5,836元/平",52万,南精装低楼层(共11层) ,https://nn.lianjia.com/ershoufang/105107104430.html
富宁新兴苑电梯三房 高楼层  没有个税 户型方正采光好,富宁新兴苑 五一路,3室2厅,106平米,"8,019元/平",85万,东南其他高楼层(共11层) ,https://nn.lianjia.com/ershoufang/105109174032.html
淡村变电大院单位房，南北通透标准3房，中高楼层,广西送变电建设公司小区 白沙星光,3室2厅,77平米,"7,533元/平",58万,南 北简装中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105105826953.html
五一路大社区温馨三房 采光好 步梯房低楼层 轻松驾驭,丽江花园 五一路,3室2厅,111平米,"7,028元/平",78万,南 北其他中楼层(共8层) ,https://nn.lianjia.com/ershoufang/105106513342.html
2号线 星光大道旁 朝南 标准三房,锦绣江南 白沙星光,3室2厅,130平米,"7,462元/平",97万,南简装低楼层(共6层) ,https://nn.lianjia.com/ershoufang/105114634981.html
5号沿线交通方便，看房有钥匙，红本在手 随时可签..,绿城印象 经开区,3室2厅,120.01平米,"6,333元/平",76万,南其他中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105114666826.html
天筑丽城 3房急售  中楼层 欧式风格 装修漂亮  近地铁,天筑丽城 白沙星光,3室2厅,88.68平米,"8,210元/平",72.8万,南精装低楼层(共6层) ,https://nn.lianjia.com/ershoufang/105114473707.html
一手现房 房龄新  朝南视野开阔 证件齐全 随时过户,天健和府 经开区,3室2厅,90平米,"10,556元/平",95万,南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105112338102.html
江南大道骋望珺玺精装三房，朝南，户型方正,骋望珺玺 五一路,4室1厅,100.66平米,"12,419元/平",125万,东其他高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105112146754.html
出门就是4-5号线  正规大四房 好楼层视野开阔证件齐全,碧园南城故事 经开区,4室2厅,133.12平米,"5,935元/平",79万,南 北简装高楼层(共11层) ,https://nn.lianjia.com/ershoufang/105113173448.html
那洪大道地铁口四房，满足三代同堂，户型方正，格局好,碧园南城故事 经开区,4室2厅,135.91平米,"5,666元/平",77万,南其他低楼层(共6层) ,https://nn.lianjia.com/ershoufang/105111064559.html
5号线精装4房，新交房，产权清晰，诚心出售,西建冠城世家 五一路,4室2厅,97.67平米,"10,751元/平",105万,南 北精装高楼层(共45层) ,https://nn.lianjia.com/ershoufang/105110105677.html
江南万达旁 精装大两房 采光好中楼层 近校区,广西一建亭洪生活区 白沙星光,2室2厅,77.2平米,"7,773元/平",60万,南其他中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105113285346.html
精装一手现房  看到即所得 视野开阔  采光充足 过户快,天健和府 经开区,3室2厅,88平米,"12,273元/平",108万,南精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105113218789.html
玫瑰园  2房 中等装修  73.39平米  业主诚心出售,玫瑰园住宅楼 经开区,2室1厅,73.49平米,"7,076元/平",52万,南精装中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105111702197.html
无缝对接地铁玖珑府精装4房 大阳台 小区中间不临街,龙光玖珑府 经开区,4室2厅,108平米,"10,649元/平",115万,南 北精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105110447731.html
五一商圈 精装交付 次新小区 业主诚心出售,云星钱隆公馆 五一路,3室2厅,98.34平米,"9,152元/平",90万,南其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105106042204.html
楼下4-5号线  交通方便  孝顺楼层 证件齐全 随时过户,碧园南城故事 经开区,3室2厅,100平米,"5,850元/平",58.5万,南 北简装低楼层(共17层) ,https://nn.lianjia.com/ershoufang/105113224101.html
距离地铁口300米，没有欠款马上过户，电梯的房子窝,碧园南城故事 经开区,2室2厅,73.35平米,"6,613元/平",48.5万,南简装低楼层(共11层) ,https://nn.lianjia.com/ershoufang/105113789212.html
房子是中间楼层  产权清晰  采光充足,融晟公園大地B区 五一路,3室2厅,99平米,"6,364元/平",63万,南简装中楼层(共31层) ,https://nn.lianjia.com/ershoufang/105114485884.html
新上好房，双地铁口，2015年交房，红本在手,碧园南城故事 经开区,3室2厅,103.64平米,"5,693元/平",59万,南精装低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105112880449.html
地铁口月供1600元，无欠款随时过户，比租房强,南宁奥园北京组团 经开区,2室2厅,80平米,"5,625元/平",45万,南 北简装高楼层(共6层) ,https://nn.lianjia.com/ershoufang/105115090254.html
主卧带个大阳台，客厅朝南的东边户，有三个阳台,新希望锦官城 经开区,4室2厅,137平米,"10,000元/平",137万,南精装中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105115236599.html
白沙大道 新小区 一级物业精装修 看房方便,凯旋1号上水湾 白沙星光,4室2厅,129平米,"12,016元/平",155万,南其他中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116155951.html
江南地铁口 朝南3房2卫 精装 房子保养很好 诚心卖房,龙光玖珑府 经开区,3室2厅,89平米,"10,787元/平",96万,南精装高楼层(共40层) ,https://nn.lianjia.com/ershoufang/105115564620.html
精装电梯三房   地铁物业  成熟小区,玫瑰园幸福湾 经开区,3室2厅,87.75平米,"7,180元/平",63万,南精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116177431.html
森林假日五房 O公摊 业主诚心卖房,森林假日 经开区,5室1厅,114.05平米,"8,155元/平",93万,南 北毛坯中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115971003.html
电梯10楼  小3房  上学方便  江边 地铁5号线,富宁新兴苑 五一路,3室2厅,86平米,"6,977元/平",60万,北精装高楼层(共11层) ,https://nn.lianjia.com/ershoufang/105116259055.html
邕江畔永和桥南 高层邕江视野大五房 园林广场花园泳池,邕江明珠 白沙星光,5室2厅,142平米,"8,381元/平",119万,南 北精装中楼层(共31层) ,https://nn.lianjia.com/ershoufang/105114692124.html
邕江明珠 邕江畔永和桥南 高层视野好,邕江明珠 白沙星光,4室2厅,117平米,"8,975元/平",105万,南精装高楼层(共29层) ,https://nn.lianjia.com/ershoufang/105114871123.html
普罗旺旺斯精装大三房朝南户型装修保养好通风采光好,龙光普罗旺斯紫罗兰 经开区,3室2厅,118.81平米,"7,155元/平",85万,南 北精装高楼层(共13层) ,https://nn.lianjia.com/ershoufang/105114748280.html
免双税！巴黎香醍双阳台3房，仅8千一平！有钥匙看房。,巴黎香醍 经开区,3室2厅,102.17平米,"8,026元/平",82万,北毛坯中楼层(共24层) ,https://nn.lianjia.com/ershoufang/105114693401.html
恒大城旁 锦兰公馆 高层毛坯3房2卫 双阳台好户型,锦兰公馆 经开区,3室2厅,123平米,"7,480元/平",92万,南 北毛坯高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115124453.html
万达华府C区 5室1厅 南,万达华府C区 白沙星光,5室1厅,143平米,"16,084元/平",230万,南其他高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105114688591.html
地铁口 海吉星 毛坯 电梯 4房 南北朝向,深石·汉华锦上城 五一路,4室2厅,100.69平米,"7,926元/平",79.8万,南 北毛坯中楼层(共17层) ,https://nn.lianjia.com/ershoufang/105113713721.html
洋房毛坯楼中楼 5房2卫南北，电梯房一梯一户红本在手,融晟公園大地B区 五一路,5室2厅,163平米,"9,326元/平",152万,南 北其他高楼层(共6层) ,https://nn.lianjia.com/ershoufang/105114612325.html
近地铁 万达商圈 蓝鲸世界 页数诚心出售,龙光玖誉城锦城 经开区,2室2厅,73.13平米,"12,034元/平",88万,南精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115381349.html
新城 新希望  115平 联排 业主急售,新城新希望锦樾府 沙井,4室2厅,115平米,"16,087元/平",185万,南毛坯低楼层(共4层) ,https://nn.lianjia.com/ershoufang/105115533334.html
华润品质现房有证 阳台朝南 看房方便 配套齐全,华润置地江南中心 五一路,3室2厅,89平米,"12,338元/平",109.8万,南 北其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115890276.html
地铁口物业  精装温馨大三房   业主诚意出售,恒大翡翠华庭 经开区,3室2厅,115平米,"9,566元/平",110万,东南精装高楼层(共39层) ,https://nn.lianjia.com/ershoufang/105117012432.html
朝向好，户型方正，南北对流 ，凤凰楼层，免装修入住,中国铁建西派澜岸 五一路,4室2厅,128平米,"9,727元/平",124.5万,南精装高楼层(共22层) ,https://nn.lianjia.com/ershoufang/105116996040.html
11楼 江边 2019年 5房 精装 无人居住过的,中国铁建西派澜岸 五一路,5室2厅,139平米,"9,785元/平",136万,北精装中楼层(共24层) ,https://nn.lianjia.com/ershoufang/105115407761.html
江南公园旁 带产权车位 毛坯3房2卫 新小区 地铁口物业,金成江南壹品 五一路,3室2厅,89平米,"10,000元/平",89万,南毛坯高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105115474406.html
庭香园  单间   49平 简单装修 业主诚心出售,庭香園 经开区,1室1厅,49.37平米,"5,672元/平",28万,南简装中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105116353954.html
朝向好，户型方正，南北对流 ，凤凰楼层，免装修入住,中国铁建西派澜岸 五一路,4室2厅,107平米,"10,748元/平",115万,东南精装高楼层(共25层) ,https://nn.lianjia.com/ershoufang/105116575694.html
江南万达商圈  华润毛坯 三房现房,华润置地江南中心 五一路,3室2厅,89平米,"10,787元/平",96万,南其他高楼层(共28层) ,https://nn.lianjia.com/ershoufang/105116639183.html
