标题,位置,房屋类型,面积,单价,总价,介绍,网址
兴宁东 地铁5号线旁 盛天小世界三房诚心出售,盛天小世界 兴宁东,3室2厅,103平米,"8,738元/平",90万,南毛坯低楼层(共35层) ,https://nn.lianjia.com/ershoufang/105112146458.html
3号线地铁口兴桂路站，精装4房。,一品天下 东沟岭,4室2厅,124.82平米,"9,614元/平",120万,东南精装高楼层(共46层) ,https://nn.lianjia.com/ershoufang/105112904818.html
盛天品牌楼盘，商圈地铁教学，一站式服务！,盛天小世界 兴宁东,3室1厅,87平米,"9,771元/平",85万,南 北毛坯中楼层(共35层) ,https://nn.lianjia.com/ershoufang/105111799279.html
欣隆盛世观邸 2室1厅 东南,欣隆盛世观邸 东沟岭,2室1厅,73平米,"8,631元/平",63万,东南其他低楼层(共17层) ,https://nn.lianjia.com/ershoufang/105114790249.html
南宁绿地城3房2厅2卫 90平精装3房,南宁绿地城 兴宁东,3室2厅,90平米,"8,000元/平",72万,南 北其他高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105112520844.html
业主自住房龄新保养好 紧靠那考河湿地公园，中高楼层,中海九玺 东沟岭,4室2厅,113平米,"11,930元/平",134.8万,东北精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105113150896.html
五号线地铁，盛天地，盛天东郡精装2房，厅出阳台,盛天东郡 兴宁东,2室1厅,75平米,"10,000元/平",75万,南精装高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105112163324.html
兴宁区商圈~业主诚心出售，看房提前联系。。。,红日山湖 东沟岭,3室2厅,88平米,"8,182元/平",72万,南其他中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105114934197.html
嘉和城白鹭南山，无遮挡，业主诚心出售，产权清晰。,嘉和城白鹭南山 兴宁东,5室2厅,130平米,"6,154元/平",80万,南 北毛坯低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105110265004.html
中海九玺 5室2厅 东南,中海九玺 东沟岭,5室2厅,111.73平米,"14,589元/平",163万,东南其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105113377790.html
大唐印象，业主诚心出售，精装交付，价格美丽,大唐印象 兴宁东,3室1厅,84平米,"11,191元/平",94万,南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105107680768.html
厢竹小区 有证 满五毛坯大4房 中间楼层 朝南 随时看房,广西国有高峰林场厢竹小区 东沟岭,4室2厅,171平米,"7,310元/平",125万,南毛坯中楼层(共11层) ,https://nn.lianjia.com/ershoufang/105115614174.html
嘉和城塞纳北岸  户型方正 采光好 诚心出售,嘉和城塞纳北岸 兴宁东,4室2厅,105平米,"8,286元/平",87万,南 北其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105114078296.html
99万买东沟岭毛坯3房，117平朝北方向，看房方便！,奥园园著 东沟岭,4室2厅,117平米,"8,462元/平",99万,南 北毛坯高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105115535907.html
嘉和城白鹭前湖 5房  高楼层 采光视野好,嘉和城白鹭前湖 兴宁东,5室2厅,140平米,"7,000元/平",98万,南毛坯高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105106178230.html
吾悦广场，那考河湿地公园，中海九玺精装靓房带大露台,中海九玺 东沟岭,3室2厅,92.31平米,"11,050元/平",102万,南精装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115989846.html
小高层，低密度，公园边，好休闲,万科第五园 兴宁东,5室2厅,178.94平米,"11,177元/平",200万,东南简装低楼层(共6层) ,https://nn.lianjia.com/ershoufang/105114209879.html
嘉和城布洛可一区。毛坯中间楼层。,布洛可一区 兴宁东,4室1厅,108平米,"6,945元/平",75万,南其他中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116777125.html
中海国际一期 4室2厅 南 北,中海国际一期 东沟岭,4室2厅,83平米,"8,916元/平",74万,南 北其他低楼层(共31层) ,https://nn.lianjia.com/ershoufang/105116868943.html
盛天地，五号线。药用植物园盛天东郡精装3房,盛天东郡 兴宁东,3室2厅,124平米,"9,678元/平",120万,南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105113249238.html
地铁口 金源橙郡 三房两卫 采光好,金源橙郡 东沟岭,3室2厅,97平米,"9,073元/平",88万,南精装中楼层(共46层) ,https://nn.lianjia.com/ershoufang/105117172466.html
兴宁区，低密度小区，业主诚心卖房，随时看房！,万科第五园 兴宁东,5室2厅,178.94平米,"11,625元/平",208万,南 北精装高楼层(共6层) ,https://nn.lianjia.com/ershoufang/105112475398.html
次新房，地铁口，吾悦广场，配套齐全。,金源一品江山 东沟岭,4室2厅,138平米,"10,145元/平",140万,东南精装低楼层(共49层) ,https://nn.lianjia.com/ershoufang/105114419251.html
嘉和城高楼层 别墅景观靓房 采光好,嘉和城依云堡 兴宁东,3室2厅,89.11平米,"7,295元/平",65万,南其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105108564589.html
次新小区 大唐印象，开发商精装交付，未入住出租过,大唐印象 兴宁东,5室2厅,165.93平米,"8,501元/平",141.05万,南 北精装高楼层(共8层) ,https://nn.lianjia.com/ershoufang/105115564892.html
狮山公园旁 千亩楼盘山水绿城 地铁口五号线,荣和·山水绿城B2组团 北湖南,2室2厅,58平米,"10,000元/平",58万,南精装高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105111024302.html
"吾悦广场新交付，带露台的3房2卫, 业主诚心出售",彰泰欢乐颂 兴宁东,3室2厅,88.96平米,"7,869元/平",70万,南 北毛坯低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105114431967.html
高品质洋房，一梯两户，居住体验舒适，价格还不高,海普四季绿城 兴宁东,4室2厅,110.5平米,"7,421元/平",82万,东南毛坯中楼层(共9层) ,https://nn.lianjia.com/ershoufang/105116466807.html
大嘉汇东城 改善型三方 地铁口旁 交通方便,大嘉汇•东城 东沟岭,3室1厅,105平米,"8,572元/平",90万,南 北精装低楼层(共27层) ,https://nn.lianjia.com/ershoufang/105115124413.html
嘉和城白鹭前湖 3室2厅 南,嘉和城白鹭前湖 兴宁东,3室2厅,89.3平米,"6,160元/平",55万,南其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115653815.html
新小区，3号线地铁口，龙湖物业。,一品天下 东沟岭,3室2厅,95平米,"11,053元/平",105万,南精装中楼层(共46层) ,https://nn.lianjia.com/ershoufang/105115447624.html
龙光阳光河畔 4室2厅 南,龙光阳光河畔 东沟岭,4室2厅,144平米,"7,987元/平",115万,南毛坯中楼层(共31层) ,https://nn.lianjia.com/ershoufang/105117161286.html
荣和·山水绿城三期 3室1厅 南,荣和·山水绿城三期 北湖南,3室1厅,89平米,"9,326元/平",83万,南精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115887284.html
华府 4室2厅 西北,华府 东沟岭,4室2厅,127平米,"10,000元/平",127万,西北精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116559862.html
澳华花园 3室2厅 南,澳华花园 东沟岭,3室2厅,128.14平米,"5,853元/平",75万,南其他高楼层(共8层) ,https://nn.lianjia.com/ershoufang/105113608841.html
右岸南小区精装4+1房，坐北朝南三面采光，带车位出售,嘉和城塞纳右岸. 南 兴宁东,5室2厅,133平米,"7,444元/平",99万,南 北精装中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105115791424.html
南宁恒大华府 3室2厅 东南 南,南宁恒大华府 东沟岭,3室2厅,122.64平米,"8,970元/平",110万,东南 南精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116135625.html
地铁3号和5号线狮山公园站 近菜市  融创茂,瀚林美筑 东沟岭,3室2厅,89.35平米,"8,954元/平",80万,南 北精装低楼层(共17层) ,https://nn.lianjia.com/ershoufang/105116249280.html
盛天地旁 盛天东郡大平层 带车位 毛坯装修随意发挥,盛天东郡 兴宁东,4室2厅,301平米,"8,306元/平",250万,南 北毛坯中楼层(共29层) ,https://nn.lianjia.com/ershoufang/105116339992.html
满五配套成熟。 业主诚心出售，使用面积大,天健世纪花园 东沟岭,4室2厅,89平米,"13,933元/平",124万,东南精装高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105115907202.html
南北对流双阳台，采光通风好，产权清晰，随时可以过户,龙光玖誉府 兴宁东,5室2厅,129.52平米,"6,872元/平",89万,南 北精装低楼层(共17层) ,https://nn.lianjia.com/ershoufang/105114754522.html
*大户型 价格美丽 环境优美 交通便利,传媒星城B区 东沟岭,6室2厅,237平米,"7,595元/平",180万,南其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105105264419.html
地铁口 盛天地  植物园 那考河 拎包入住,盛天小世界 兴宁东,3室2厅,89平米,"8,596元/平",76.5万,东南精装中楼层(共35层) ,https://nn.lianjia.com/ershoufang/105117211793.html
吾悦广场旁 精装 大4房 南北双阳台,中海悦公馆 东沟岭,4室2厅,137平米,"11,606元/平",159万,南 北精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105110709483.html
盛天东郡 4室2厅 南,盛天东郡 兴宁东,4室2厅,118平米,"8,475元/平",100万,南精装低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105115862164.html
盛天果岭 三房 视野无遮挡 入户花园 双阳台对流,盛天果岭 东沟岭,3室2厅,88平米,"9,773元/平",86万,东南精装高楼层(共17层) ,https://nn.lianjia.com/ershoufang/105104212101.html
温莎北郡 5房  视野好 一线高尔夫 别墅景观,嘉和城温莎北郡 兴宁东,5室2厅,136平米,"5,956元/平",81万,南 北其他中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116785843.html
地铁3号线 金源悦府三房一卫 看房方便,金源悦府 东沟岭,3室2厅,95.82平米,"11,167元/平",107万,南精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105105989563.html
实用小三房，小区园林绿化美丽，业主诚心诚意出售。,荣和山水绿城B1组团 北湖南,3室2厅,89.85平米,"9,238元/平",83万,南精装中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105113901744.html
保利▪山水怡城3-2-1-2 89.00m² 86 万,保利▪山水怡城 东沟岭,3室2厅,89平米,"6,293元/平",56万,南精装中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105105135232.html
嘉和城温莎北郡 2室1厅 南,嘉和城温莎北郡 兴宁东,2室1厅,65平米,"6,154元/平",40万,南毛坯低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116681964.html
中海国际一期 4室2厅 南 北,中海国际一期 东沟岭,4室2厅,84.6平米,"8,984元/平",76万,南 北其他低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105117036589.html
那考河边植物园旁 盛天东郡带露台两房急售,盛天东郡 兴宁东,2室2厅,87.94平米,"8,529元/平",75万,南精装低楼层(共31层) ,https://nn.lianjia.com/ershoufang/105110227929.html
朝阳商圈，盛世联邦广场3房87平,盛世·联邦广场 朝阳,3室2厅,87.68平米,"7,756元/平",68万,南精装高楼层(共22层) ,https://nn.lianjia.com/ershoufang/105105901268.html
嘉和城温莎北郡小区，环境好。地理位置好 。,嘉和城温莎北郡 兴宁东,5室2厅,118.29平米,"5,918元/平",70万,南 北其他中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105114446279.html
3号线地铁口，精装3房，拎包入住,金源橙郡 东沟岭,3室2厅,95平米,"9,369元/平",89万,南精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115708017.html
盛天地，地铁口，盛天东郡精装2房，拎包入住,盛天东郡 兴宁东,2室2厅,73平米,"8,905元/平",65万,南 北精装中楼层(共31层) ,https://nn.lianjia.com/ershoufang/105115159753.html
三梯四户，中高楼层精装没住过，看那考河,中海九玺 东沟岭,4室2厅,120.8平米,"11,921元/平",144万,南 北其他中楼层(共46层) ,https://nn.lianjia.com/ershoufang/105117024760.html
恒大雅苑 3室2厅 南 北,恒大雅苑 凤岭北,3室2厅,118平米,"7,628元/平",90万,南 北精装中楼层(共11层) ,https://nn.lianjia.com/ershoufang/105116835768.html
恒大雅苑 3室2厅 南 北,恒大雅苑 凤岭北,3室2厅,119.55平米,"6,609元/平",79万,南 北精装中楼层(共11层) ,https://nn.lianjia.com/ershoufang/105116686670.html
满五不唯一，无欠款，大四房采光通风充足,广西壮族自治区戏剧京剧团大院 东沟岭,4室2厅,143.78平米,"8,694元/平",125万,西北简装高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105111608144.html
荣和山水绿城家门口狮山公园明秀东路晓學，近5号地铁,荣和·山水绿城B2组团 北湖南,2室1厅,57.21平米,"9,789元/平",56万,南其他高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105116060445.html
路建二区 4室2厅  楼层好 视野无遮,路建二区 北湖南,5室2厅,199平米,"9,046元/平",180万,东南简装高楼层(共7层) ,https://nn.lianjia.com/ershoufang/105108546053.html
急售 那考河旁的悦公馆 值得你拥有,中海悦公馆 东沟岭,4室2厅,130.29平米,"9,825元/平",128万,东南其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105112533065.html
房子户型方正 价格美丽 环境优美 交通便利,传媒星城B区 东沟岭,3室2厅,129.46平米,"6,952元/平",90万,东南其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105105010079.html
中海九玺 3室1厅 南,中海九玺 东沟岭,3室1厅,97.2平米,"9,980元/平",97万,南精装低楼层(共46层) ,https://nn.lianjia.com/ershoufang/105114192754.html
房子满五唯一，通风采光好，证件齐全，业主实在卖,荣和山水绿城B1组团 北湖南,2室1厅,68.68平米,"9,465元/平",65万,南其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115367447.html
盛天果岭小两房急售，即看即中，等你,盛天果岭 东沟岭,2室1厅,57平米,"11,404元/平",65万,南 北精装低楼层(共15层) ,https://nn.lianjia.com/ershoufang/105115388473.html
中海国际社区 地铁口 楼中楼 两个露台 那考河旁,中海国际一期 东沟岭,5室2厅,119.93平米,"9,589元/平",115万,南精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105113807796.html
金青秀朝阳，人民公园，次新小区，独立阳台，1房1厅,永恒朗晴 北湖南,1室1厅,42.68平米,"10,544元/平",45万,东南其他中楼层(共31层) ,https://nn.lianjia.com/ershoufang/105116617343.html
近3号线地铁站，房屋保养好，拎包即入住，配套完善,一品天下 东沟岭,3室2厅,95平米,"11,053元/平",105万,南精装中楼层(共46层) ,https://nn.lianjia.com/ershoufang/105116242654.html
南宁恒大华府 4室2厅 南 北,南宁恒大华府 东沟岭,4室2厅,130平米,"8,462元/平",110万,南 北精装中楼层(共38层) ,https://nn.lianjia.com/ershoufang/105115309880.html
荣和山水绿城，小三房，高楼层，通风采光好,荣和山水绿城B1组团 北湖南,3室1厅,80.6平米,"9,678元/平",78万,南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114048975.html
嘉和城白鹭后海 3房2厅 朝南 采光好 看湖景,白鹭后海 兴宁东,3室2厅,89平米,"6,180元/平",55万,南毛坯中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105114151166.html
近凤岭北 小区楼下就是地铁口3号线长堽路站 次新房,莱茵花语 东沟岭,3室2厅,87平米,"10,345元/平",90万,南 北简装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115463750.html
此房满五，朝南户型，高楼层通风采光好，保养好,光明·时光集 东沟岭,2室1厅,65.69平米,"8,373元/平",55万,南精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114846512.html
户型方正、直看公园全景、有3/5号线地铁的书B房,华府 东沟岭,4室2厅,128平米,"9,766元/平",125万,东南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105117112976.html
全屋定制家具，东南向朝小区园林。,中海九玺 东沟岭,3室1厅,91.21平米,"12,061元/平",110万,东南其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105117080572.html
嘉和城布洛可一区 5房2厅1厨3卫 毛坯,布洛可一区 兴宁东,5室2厅,127平米,"7,087元/平",90万,南 北其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116133503.html
吾悦广场门口 那考河湿地公园旁 中海九玺中高层 南,中海九玺 东沟岭,3室2厅,92平米,"13,044元/平",120万,南精装中楼层(共46层) ,https://nn.lianjia.com/ershoufang/105112062666.html
南宁恒大华府 3室2厅 南 北,南宁恒大华府 东沟岭,3室2厅,132.51平米,"12,075元/平",160万,南 北精装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116393151.html
人民公园 中楼层，楼间距宽，客厅朝南，无遮挡视野。,时代茗城 东沟岭,3室2厅,99.84平米,"10,017元/平",100万,东南其他中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105115062542.html
金源悦峯 3室2厅 南,金源悦峯 东沟岭,3室2厅,98平米,"9,694元/平",95万,南精装低楼层(共27层) ,https://nn.lianjia.com/ershoufang/105115535098.html
布洛可五区 4室2厅 南 北,布洛可五区 兴宁东,4室2厅,108平米,"10,000元/平",108万,南 北其他低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105117312366.html
店长推荐；地铁口，总价实惠三房，央企中海开发小区,中海雍翠峰 东沟岭,3室2厅,77.84平米,"8,351元/平",65万,南其他低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115392691.html
楼下就是公园的景观大平层来了，精装5房哦,北投荷院 兴宁东,4室2厅,143平米,"9,791元/平",140万,东南其他中楼层(共14层) ,https://nn.lianjia.com/ershoufang/105116549680.html
彰泰欢乐颂 4室2厅 南,彰泰欢乐颂 兴宁东,4室2厅,117平米,"8,462元/平",99万,南毛坯高楼层(共23层) ,https://nn.lianjia.com/ershoufang/105117122563.html
兴宁盛天地五房三卫 南北通透，全屋艺术漆，看房方便,大唐印象 兴宁东,5室2厅,165平米,"9,800元/平",161.7万,南 北精装中楼层(共9层) ,https://nn.lianjia.com/ershoufang/105116607511.html
嘉和城温莎北郡 2室1厅 南,嘉和城温莎北郡 兴宁东,2室1厅,65平米,"5,693元/平",37万,南毛坯中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105117137921.html
中海悦公馆 130平五房两卫 看房方便,中海悦公馆 东沟岭,5室2厅,130.9平米,"11,460元/平",150万,南精装低楼层(共46层) ,https://nn.lianjia.com/ershoufang/105117063546.html
彰泰欢乐颂 1室0厅 南,彰泰欢乐颂 兴宁东,1室0厅,28平米,"6,072元/平",17万,南毛坯低楼层(共16层) ,https://nn.lianjia.com/ershoufang/105117128189.html
想找近地铁和凤岭北的  看看云星钱隆御景这套电梯四房,云星钱隆御景 东沟岭,4室2厅,100.1平米,"9,491元/平",95万,南其他33层 ,https://nn.lianjia.com/ershoufang/105117199886.html
嘉和城塞纳北岸 4室1厅 南 北,嘉和城塞纳北岸 兴宁东,4室1厅,106平米,"7,246元/平",76.8万,南 北精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116472682.html
中海九玺 3室2厅 南,中海九玺 东沟岭,3室2厅,91平米,"10,990元/平",100万,南精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115948723.html
地铁口，总价实惠二房，保养好，公园就在小区门口,荣和·山水绿城A组团 北湖南,2室2厅,58.12平米,"10,324元/平",60万,南其他低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105114761754.html
近快环  狮山公园  出行便利  给您心爱的她一个家,鸿图苑 东沟岭,2室2厅,85.16平米,"6,107元/平",52万,南 北其他低楼层(共6层) ,https://nn.lianjia.com/ershoufang/105116791425.html
嘉和城 温莎北郡 位置好 环境好,嘉和城温莎北郡 兴宁东,3室2厅,80.47平米,"8,202元/平",66万,南 北其他低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105115210470.html
澳华花园 3室2厅 东南 南,澳华花园 东沟岭,3室2厅,112.76平米,"6,918元/平",78万,东南 南精装高楼层(共12层) ,https://nn.lianjia.com/ershoufang/105116232404.html
盛天东郡 2室1厅 南,盛天东郡 兴宁东,2室1厅,87.99平米,"9,320元/平",82万,南精装低楼层(共31层) ,https://nn.lianjia.com/ershoufang/105116277544.html
142㎡4房5770元/㎡五号线狮山公园+2个教育要的都有,皇龍新城 东沟岭,4室2厅,141平米,"5,816元/平",82万,东南精装低楼层(共17层) ,https://nn.lianjia.com/ershoufang/105117095299.html
嘉和城 精装大5房  景观好 诚心出售,嘉和城塞纳北岸 兴宁东,5室1厅,136平米,"8,456元/平",115万,南 北其他高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105115935219.html
海普四季绿城 3室2厅 南,海普四季绿城 兴宁东,3室2厅,89.7平米,"8,139元/平",73万,南精装低楼层(共31层) ,https://nn.lianjia.com/ershoufang/105116831820.html
九曲湾 精装3房 装修新保养好 看房方便,国悦九曲湾 兴宁东,3室1厅,89平米,"7,641元/平",68万,南精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116478160.html
大都公馆 4室2厅 南 北,大都公馆 兴宁东,4室2厅,139平米,"8,274元/平",115万,南 北精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116809496.html
万科第五园 4室2厅 南 北,万科第五园 兴宁东,4室2厅,143平米,"10,910元/平",156万,南 北精装高楼层(共6层) ,https://nn.lianjia.com/ershoufang/105115305357.html
业主诚心出售，三房带入户，产权清晰。红本在手,保利▪山水怡城 东沟岭,4室2厅,142平米,"8,451元/平",120万,东南简装低楼层(共15层) ,https://nn.lianjia.com/ershoufang/105111694269.html
布洛可一区顶层楼中楼，三层使用面积，毛坯房随意装修,布洛可一区 兴宁东,6室2厅,93平米,"10,753元/平",100万,南毛坯高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115086077.html
大唐印象 3室2厅 南,大唐印象 兴宁东,3室2厅,96.94平米,"9,904元/平",96万,南其他低楼层(共20层) ,https://nn.lianjia.com/ershoufang/105115777313.html
嘉和城塞纳右岸南大平层精装出售，环境好，。。。。,嘉和城塞纳右岸. 南 兴宁东,5室2厅,174平米,"10,345元/平",180万,南其他中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105105126133.html
嘉和城布洛可顶楼复式，采光好。,布洛可五区 兴宁东,4室2厅,108平米,"12,963元/平",140万,南 北其他高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105114922354.html
嘉和城 精装3房 看湖景  装修保养好 看房方便,白鹭后海 兴宁东,3室2厅,89平米,"7,079元/平",63万,南其他中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105117099615.html
嘉和城 布洛可 精装4房 诚心出售 看房方便,布洛可二区 兴宁东,4室1厅,93平米,"8,925元/平",83万,南 北其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115914094.html
采光好，楼层好，视野宽阔，采光充足，配套完善,盛天公馆 东沟岭,2室1厅,55平米,"11,819元/平",65万,南其他低楼层(共28层) ,https://nn.lianjia.com/ershoufang/105104909061.html
看了不后悔，是您喜欢的房子，单价6000一平,华夏院子 兴宁东,4室2厅,113平米,"6,903元/平",78万,南 北毛坯高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115938385.html
瑞景家园2-1-1-1 70.00m² 75 万,瑞景家园 东沟岭,2室2厅,70平米,"7,858元/平",55万,南精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105106692536.html
总高9层一梯两户洋房，业主诚心急售，已装修部分,海普四季绿城 兴宁东,4室2厅,112平米,"7,143元/平",80万,南 北毛坯低楼层(共9层) ,https://nn.lianjia.com/ershoufang/105116437938.html
盛天东郡 4室2厅 南 北,盛天东郡 兴宁东,4室2厅,115平米,"7,827元/平",90万,南 北精装高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105115694402.html
次新小区 金源一品天下 高楼层 看药用植物园,一品天下 东沟岭,3室2厅,95平米,"10,000元/平",95万,南 北精装高楼层(共46层) ,https://nn.lianjia.com/ershoufang/105113043361.html
嘉和城白鹭南山 4室2厅 南 北,嘉和城白鹭南山 兴宁东,4室2厅,115.4平米,"6,933元/平",80万,南 北其他低楼层(共25层) ,https://nn.lianjia.com/ershoufang/105116463246.html
高迪公馆 4室2厅 东北 西南,高迪公馆 兴宁东,4室2厅,268平米,"11,195元/平",300万,东北 西南其他高楼层(共29层) ,https://nn.lianjia.com/ershoufang/105116925524.html
地铁口 狮山公园旁 产权清晰 配套齐全 随时看房,中海雍翠峰 东沟岭,3室2厅,85平米,"8,824元/平",75万,南简装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105112025755.html
龙光玖誉府精装4房2厅2卫，户型方正南北通透双阳台,龙光玖誉府 兴宁东,4室2厅,112.25平米,"8,196元/平",92万,南 北简装中楼层(共17层) ,https://nn.lianjia.com/ershoufang/105115919028.html
天健世纪花园 看人民公园 艺术空间,天健世纪花园 东沟岭,1室1厅,37.87平米,"17,164元/平",65万,东南其他高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105111021402.html
小区环境没的说，绿化好，安静。价格低 没毛病可挑,南宁绿地城 兴宁东,4室2厅,110.24平米,"6,532元/平",72万,南 北毛坯中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105116306123.html
东站旁，国悦九曲湾，大户型毛坯，价格有大空间,国悦九曲湾 兴宁东,4室1厅,122平米,"6,968元/平",85万,南 北其他低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116575948.html
错过拍大腿！大唐印象大四房竟然只卖这个价，还不来看,大唐印象 兴宁东,4室2厅,138平米,"11,450元/平",158万,东南精装高楼层(共11层) ,https://nn.lianjia.com/ershoufang/105110271356.html
盛世联邦广场三房+朝阳商圈+西关路夜市,盛世·联邦广场 朝阳,3室2厅,87.68平米,"7,870元/平",69万,南简装高楼层(共22层) ,https://nn.lianjia.com/ershoufang/105105916368.html
嘉和城依云堡 4室2厅 南 北,嘉和城依云堡 兴宁东,4室2厅,106平米,"7,359元/平",78万,南 北其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116496129.html
九曲湾  毛坯房   小区环境优美   户型正,国悦九曲湾 兴宁东,3室2厅,90平米,"8,889元/平",80万,南 北其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105110930589.html
高品质洋房，一梯两户，居住体验舒适，价格还不高,海普四季绿城 兴宁东,4室2厅,110.5平米,"7,421元/平",82万,东南毛坯中楼层(共9层) ,https://nn.lianjia.com/ershoufang/105116466807.html
嘉和城布洛可二区顶楼复式，采光好。,布洛可二区 兴宁东,6室3厅,108平米,"10,649元/平",115万,南 北其他高楼层(共28层) ,https://nn.lianjia.com/ershoufang/105116687402.html
嘉和城白鹭前湖 3室2厅 南,嘉和城白鹭前湖 兴宁东,3室2厅,89.3平米,"6,160元/平",55万,南其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115653815.html
兴宁东 嘉和城 欧式大5房 保养好 诚心出售,嘉和城塞纳左岸 兴宁东,5室2厅,122平米,"7,378元/平",90万,南其他中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105115934351.html
嘉和城 楼中楼5房 大砖上墙  红木家电家具,嘉和城白鹭前湖 兴宁东,5室2厅,89平米,"13,484元/平",120万,南其他低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115916035.html
吾悦广场旁，金桥农批买菜方便种类丰富，物业费不贵,海普四季绿城 兴宁东,3室2厅,89.46平米,"7,825元/平",70万,南其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116898579.html
地铁口，盛天东郡，公园旁，满五年,盛天东郡 兴宁东,3室2厅,115平米,"8,696元/平",100万,南其他低楼层(共31层) ,https://nn.lianjia.com/ershoufang/105115561053.html
大唐印象163平大五房 单价10800钥匙看房满两年急售,大唐印象 兴宁东,5室2厅,163.41平米,"12,852元/平",210万,南精装中楼层(共11层) ,https://nn.lianjia.com/ershoufang/105110329610.html
"此房满五唯一,房龄新,业主诚心出售!",大唐印象 兴宁东,3室2厅,96.98平米,"9,487元/平",92万,东南精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105113988695.html
大唐印象中间楼层，四房精装，通透性好，业主诚心出售,大唐印象 兴宁东,4室2厅,138平米,"9,783元/平",135万,南精装低楼层(共9层) ,https://nn.lianjia.com/ershoufang/105113989454.html
