标题,位置,房屋类型,面积,单价,总价,介绍,网址
天誉半岛 3室2厅 东南,天誉半岛 五象文旅,3室2厅,100平米,"13,000元/平",130万,东南其他中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105112956394.html
万科品质楼盘，此房走一手流程 无增值税个税,万科翡翠中央 五象湖,3室2厅,95平米,"12,000元/平",114万,东南精装高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105115726668.html
此房东南朝向，业主诚心出售，满二，采光视野好,华润二十四城 五象湖,5室2厅,169平米,"16,569元/平",280万,东南其他高楼层(共53层) ,https://nn.lianjia.com/ershoufang/105115729029.html
天誉城 小户型公寓地铁口毛坯房。,天誉城 五象文旅,1室1厅,29.39平米,"7,826元/平",23万,南 北毛坯中楼层(共27层) ,https://nn.lianjia.com/ershoufang/105110946791.html
瑞和家园 银海华延旁 商场楼上 大三房 100平 两卫,瑞华·瑞和家園 玉洞,3室2厅,100.53平米,"8,456元/平",85万,东南精装高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105109923924.html
国企开发商 火热楼盘，环境优美,光明城市梦溪苑 五象湖,4室1厅,140.77平米,"8,880元/平",125万,东 西毛坯低楼层(共26层) ,https://nn.lianjia.com/ershoufang/105114326063.html
高楼层  全新没住过 楼间距宽 视野开阔,旭辉湖山樾 五象湖,4室2厅,126.58平米,"16,591元/平",210万,南其他中楼层(共26层) ,https://nn.lianjia.com/ershoufang/105116517218.html
五象南龙光玖龙郡 毛坯一房 诚心出售看房方便,龙光玖珑郡 五象湖,1室1厅,43平米,"5,582元/平",24万,南其他低楼层(共19层) ,https://nn.lianjia.com/ershoufang/105113651253.html
建工城 4室2厅 南 北,建工城 五象湖,4室2厅,136.6平米,"7,907元/平",108万,南 北其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115068620.html
中层精装，双地铁，百米上学，出行方便,合景天汇广场 五象湖,3室2厅,99平米,"11,617元/平",115万,东南精装低楼层(共49层) ,https://nn.lianjia.com/ershoufang/105106471602.html
五象一线江景 天誉城 地铁物业 随时看房,天誉半岛 五象文旅,5室2厅,140平米,"12,143元/平",170万,南 北精装中楼层(共29层) ,https://nn.lianjia.com/ershoufang/105112467248.html
万达茂旁，单身公寓，进地体，精装配齐出售,天誉城 五象文旅,1室1厅,29平米,"6,897元/平",20万,北 南简装高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105107082292.html
瑞和家园 自住干净保养好 高楼层视野开阔 近地铁,瑞华·瑞和家園 玉洞,3室2厅,89平米,"7,641元/平",68万,南精装高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105115637025.html
房子方正采光好，诚心出售，价格美丽,建工城 五象湖,3室2厅,129平米,"5,814元/平",75万,南毛坯高楼层(共24层) ,https://nn.lianjia.com/ershoufang/105112971771.html
华润二十四城 3室2厅 南,华润二十四城 五象湖,3室2厅,84平米,"13,096元/平",110万,南其他低楼层(共47层) ,https://nn.lianjia.com/ershoufang/105116443113.html
建工城 4室2厅 南 北,建工城 五象湖,4室2厅,141平米,"6,383元/平",90万,南 北毛坯中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105116146284.html
户型很好，地铁二，三号线，五象湖公园，主干道出行,合景天汇广场 五象湖,4室2厅,114平米,"14,562元/平",166万,南其他高楼层(共49层) ,https://nn.lianjia.com/ershoufang/105112056840.html
龙光天瀛 2室2厅 南,龙光天瀛 五象湖,2室2厅,60平米,"18,334元/平",110万,南其他中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105116010187.html
高楼层视野无遮挡，采光明亮，看房方便。,锦绣麟城 五象湖,4室2厅,132.53平米,"9,508元/平",126万,北其他高楼层(共29层) ,https://nn.lianjia.com/ershoufang/105113939446.html
良庆大桥南 精装4房 南北通透 全新未入住,檀府印象檀熙 五象湖,4室2厅,128平米,"11,954元/平",153万,南 北精装中楼层(共27层) ,https://nn.lianjia.com/ershoufang/105113712775.html
万科品质物业 宜家家居  五象湖旁   业主诚意出售三房,万科金域中央一期 玉洞,3室1厅,102平米,"14,902元/平",152万,西南其他高楼层(共48层) ,https://nn.lianjia.com/ershoufang/105114626056.html
欢乐之家 4室1厅 南,欢乐之家 五象湖,4室1厅,115平米,"6,522元/平",75万,南毛坯低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115317989.html
房子是小区大户型  户型得房率高  双地铁口,华润二十四城 五象湖,5室2厅,135平米,"16,297元/平",220万,东北精装中楼层(共47层) ,https://nn.lianjia.com/ershoufang/105115608847.html
总部基视野一览无余，精装三房，朝南视野好，双地铁,盛科城 五象核心区,3室2厅,98平米,"12,756元/平",125万,南其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105112120047.html
五象湖，十四中旁湖畔书院精装高层两房,湖畔书院 五象湖,2室2厅,82平米,"17,683元/平",145万,南精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105110020832.html
五象地铁4号线  盛邦珑悦  精装2房 带车位,盛邦珑悦 五象文旅,2室2厅,63平米,"13,016元/平",82万,南其他低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105109020674.html
五象湖公园双地铁口，中高楼层毛坯房。,宝能五象湖一号 五象湖,3室2厅,110.91平米,"10,550元/平",117万,南毛坯中楼层(共45层) ,https://nn.lianjia.com/ershoufang/105112523120.html
五象湖旁 湖畔书院 毛坯四房带车位 看湖无遮挡 高楼层,湖畔书院 五象湖,4室2厅,140.29平米,"15,682元/平",220万,东南毛坯高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105111068985.html
无遮挡湖景房，印月大平层  豪 宅就是它了！,建发五象印月 五象湖,5室2厅,294平米,"33,674元/平",990万,南其他高楼层(共23层) ,https://nn.lianjia.com/ershoufang/105115334722.html
五象湖四大天王 中式园林毛坯现房 高品质好圈层,建发五象印月 五象湖,4室2厅,133平米,"24,963元/平",332万,南其他低楼层(共19层) ,https://nn.lianjia.com/ershoufang/105114739137.html
印月叠墅，使用面积可达500平，小区环境优美,建发五象印月 五象湖,7室3厅,233平米,"39,915元/平",930万,南其他中楼层(共5层) ,https://nn.lianjia.com/ershoufang/105115342496.html
该房源户型方正，采光好，交通便利购物方便,光明城市梦溪苑 五象湖,3室2厅,98平米,"10,817元/平",106万,南毛坯低楼层(共26层) ,https://nn.lianjia.com/ershoufang/105112131577.html
五象湖 龙光天瀛  小洋房  视野好 看别墅区,龙光天瀛 五象湖,4室2厅,171平米,"18,422元/平",315万,南毛坯低楼层(共15层) ,https://nn.lianjia.com/ershoufang/105112204366.html
小区配套齐全，环境好，交通便利,天誉半岛 五象文旅,3室2厅,106平米,"9,717元/平",103万,南精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105108651155.html
五象自住型独栋小区，主干道出行，89平毛坯3房,阳光城大唐世家 五象湖,3室2厅,90平米,"8,889元/平",80万,南其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114532930.html
五象湖，毛坯洋房，高品质楼盘，一梯一户 居住舒适,建发央玺 五象湖,4室2厅,142平米,"19,015元/平",270万,南 北其他低楼层(共26层) ,https://nn.lianjia.com/ershoufang/105114285795.html
天誉花园5区 3房 看房随时  毛坯房,天誉花园5组团 五象文旅,3室2厅,90.24平米,"9,420元/平",85万,西南毛坯中楼层(共35层) ,https://nn.lianjia.com/ershoufang/105113140873.html
业主诚意出售 喜欢大房子的看过来,建工城 五象湖,5室2厅,199平米,"6,031元/平",120万,南毛坯中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105111299122.html
九棠府，精品小区，精装修 小区环境好,融创九棠府一期 五象湖,4室2厅,119平米,"13,026元/平",155万,东南精装中楼层(共22层) ,https://nn.lianjia.com/ershoufang/105106040560.html
楼中楼 动静分离各不影响 值得看看,宝能五象湖一号 五象湖,5室2厅,129平米,"14,729元/平",190万,东南精装高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105111010947.html
五象新区 精装5房3卫  一线湖景 大平层三阳台,碧桂园天玺湾 玉洞,5室2厅,171平米,"13,451元/平",230万,南精装高楼层(共11层) ,https://nn.lianjia.com/ershoufang/105103411107.html
雅集苑大两房，看房方便，钥匙在手,光明城市雅集苑 五象湖,2室1厅,97平米,"9,794元/平",95万,东南 西南其他低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105113698682.html
华润24城朝南三房，2/3号线地铁口,华润二十四城 五象湖,3室2厅,88.73平米,"16,342元/平",145万,东南精装中楼层(共49层) ,https://nn.lianjia.com/ershoufang/105112196370.html
五象湖 旭辉湖山樾 精装三房 户型经典,旭辉湖山樾 五象湖,3室2厅,106平米,"20,755元/平",220万,南其他中楼层(共26层) ,https://nn.lianjia.com/ershoufang/105106464174.html
五象文旅，万科物业，公园里精装3房，中高楼层已封窗,万科公园里 五象文旅,3室2厅,89平米,"12,922元/平",115万,南其他高楼层(共35层) ,https://nn.lianjia.com/ershoufang/105115686403.html
龙光玖誉湖 精装4房 总价110万,龙光玖誉湖澜湖 五象文旅,4室2厅,112平米,"9,822元/平",110万,南其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116429471.html
上叠墅 带露台 小区中间楼栋 静谧 架构已做好,建发五象印月 五象湖,6室2厅,185平米,"39,460元/平",730万,南其他中楼层(共4层) ,https://nn.lianjia.com/ershoufang/105115510378.html
总部基地 檀府印象 精装四房 业主诚心出售,檀府印象（檀玥） 五象文旅,4室2厅,135平米,"9,260元/平",125万,南其他高楼层(共45层) ,https://nn.lianjia.com/ershoufang/105116144414.html
大阳台少有湖景大洋房，阳台朝南，近地铁,建发五象印月 五象湖,5室2厅,207.19平米,"30,987元/平",642万,南毛坯高楼层(共7层) ,https://nn.lianjia.com/ershoufang/105115165567.html
业主急售 光明城市雅集苑 近五象总部基地 毛坯好房,光明城市雅集苑 五象湖,6室3厅,239.44平米,"10,650元/平",255万,南 北毛坯高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105108437703.html
业主诚心出售，五象湖大三房，价格美丽,湖畔书院 五象湖,3室2厅,120平米,"16,000元/平",192万,南毛坯中楼层(共27层) ,https://nn.lianjia.com/ershoufang/105115300979.html
总部基地少有的70年小户型。近江有地铁有公园,江悦蓝湾 五象核心区,1室1厅,41平米,"14,391元/平",59万,南精装高楼层(共22层) ,https://nn.lianjia.com/ershoufang/105113256582.html
急卖 五象湖旁    建发央玺4房,建发央玺 五象湖,4室2厅,142平米,"18,874元/平",268万,南 北其他中楼层(共26层) ,https://nn.lianjia.com/ershoufang/105111637709.html
明厨明卫 ，阳台朝南，大平层，中间安静，高层视野好,建工城 五象湖,4室1厅,141平米,"6,383元/平",90万,南 北其他高楼层(共29层) ,https://nn.lianjia.com/ershoufang/105115897148.html
阳光西岸 精装四房 全新未入住 春蕾旁 有快速公交,阳光西岸 玉洞,4室2厅,94平米,"10,852元/平",102万,北精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105112603653.html
五象湖畔书院，产权清晰，精装保养好,湖畔书院 五象湖,3室2厅,120平米,"14,000元/平",168万,南其他低楼层(共27层) ,https://nn.lianjia.com/ershoufang/105116976774.html
五象湖 万科魅力之城 精装 四房两厅两卫 出售,万科魅力之城 五象湖,4室2厅,91平米,"13,737元/平",125万,南 东南其他中楼层(共35层) ,https://nn.lianjia.com/ershoufang/105114744094.html
五象14中旁 湖畔书院 一线湖景楼中楼 高实用 四代同堂,湖畔书院 五象湖,7室3厅,700平米,"15,429元/平",1080万,南毛坯高楼层(共14层) ,https://nn.lianjia.com/ershoufang/105115376597.html
四大天王之首胜中海甲三号院精装高品质建发缦云急售,建发五象印月 五象湖,3室2厅,108平米,"24,815元/平",268万,南精装低楼层(共16层) ,https://nn.lianjia.com/ershoufang/105115693888.html
瑞和家园 温馨两房 保养新 地铁二号线金象站 景华,瑞和家园(湖畔里) 玉洞,2室2厅,73.44平米,"9,260元/平",68万,南精装高楼层(共16层) ,https://nn.lianjia.com/ershoufang/105112825750.html
叠墅，爱不爱 ，还有大露台！ 可扩展四层。,建发五象印月 五象湖,6室2厅,208平米,"37,500元/平",780万,南其他下叠(共5层) 板楼,https://nn.lianjia.com/ershoufang/105115590441.html
五象总部基地，万象汇，品牌房企，采光好,建工城 五象湖,5室2厅,200平米,"6,000元/平",120万,南 北其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115918220.html
通透格局，19楼，楼层好视野宽阔采光充足,天誉花园3组团 五象文旅,4室2厅,126平米,"9,842元/平",124万,东 东南其他中楼层(共38层) ,https://nn.lianjia.com/ershoufang/105114506966.html
万科金域，四房业主诚心卖 地铁口,万科金域中央二期 玉洞,4室2厅,110平米,"13,637元/平",150万,南其他中楼层(共51层) ,https://nn.lianjia.com/ershoufang/105116563777.html
五象湖地铁口14中旁 龙光天瀛 2房 中楼层 无贷可更名,龙光天瀛 五象湖,2室2厅,70平米,"18,572元/平",130万,南毛坯中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114056945.html
全新装修未入住，中间楼层视野好，户型方正对流,金科城 五象湖,4室2厅,124平米,"8,952元/平",111万,东北精装中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105116476382.html
带产权车位 精装四房 地铁口 万象汇商场,华润二十四城 五象湖,4室1厅,121平米,"14,877元/平",180万,南 北其他中楼层(共45层) ,https://nn.lianjia.com/ershoufang/105115446054.html
房子是五象湖边高档房小区，小区环境优美，上学方便,中南紫云集（南区） 玉洞,4室2厅,110平米,"10,273元/平",113万,南 北其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105111749260.html
五象湖旭辉湖山樾 地铁口万象汇配套 四房仅188万,旭辉湖山樾 五象湖,4室2厅,130平米,"14,462元/平",188万,南其他低楼层(共20层) ,https://nn.lianjia.com/ershoufang/105116051804.html
五象明珠 毛坯三房 近地铁口 小区园林环境好,五象明珠 玉洞,3室2厅,88.53平米,"13,555元/平",120万,南其他中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105112837111.html
建发央玺，开发商精装交付，大三房看房方便。,建发五象印月 五象湖,3室2厅,108平米,"22,963元/平",248万,南精装高楼层(共19层) ,https://nn.lianjia.com/ershoufang/105116521201.html
万象汇旁近地铁口堪比魅力之城!!!,五象澜庭府沁苑 五象湖,3室2厅,95平米,"9,369元/平",89万,南精装高楼层(共24层) ,https://nn.lianjia.com/ershoufang/105116874947.html
五象大道旁 盛邦珑悦 精装4房 单价11000,盛邦珑悦 五象文旅,4室2厅,120平米,"11,000元/平",132万,南 北精装中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105111254748.html
五象湖！湖畔书院！120平精装200万左右上车！,湖畔书院 五象湖,3室2厅,120平米,"16,667元/平",200万,南其他低楼层(共14层) ,https://nn.lianjia.com/ershoufang/105113857324.html
光明城市行知苑  一线湖景房  学铁商公园配套完善,光明城市行知苑 五象湖,3室2厅,95平米,"8,948元/平",85万,南精装中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105114270866.html
五象南欢乐之家，八千一平毛坯三房，现房！,欢乐之家 五象湖,3室2厅,92.95平米,"8,069元/平",75万,南其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105112998057.html
地铁口物业   交通便利   读书方便   户型方正,合景天汇广场 五象湖,3室2厅,88平米,"9,432元/平",83万,南精装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105113896587.html
五象湖湖畔书院精装2房诚心出售,湖畔书院 五象湖,2室2厅,82平米,"15,244元/平",125万,南精装低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105114774128.html
五象湖旁  四大天王 南北双阳台  中高楼层  红本在手,锦麟玖玺 五象湖,4室2厅,129平米,"15,969元/平",206万,南毛坯高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105117175115.html
五象湖畔阳光西岸精装2房户型方正光线很好适合居住,阳光西岸 玉洞,2室1厅,58.74平米,"9,875元/平",58万,南其他低楼层(共23层) ,https://nn.lianjia.com/ershoufang/105114805203.html
天誉花园 2房 随时看房  地铁4号线,天誉花园4组团 五象文旅,2室1厅,53平米,"7,170元/平",38万,南毛坯中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105112308185.html
地铁口两百米，菜市场一百米，单价低,幸福华府2+1 玉洞,3室2厅,89.57平米,"8,709元/平",78万,东南其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105105124493.html
威宁青运村 3室2厅 东南,威宁青运村 五象核心区,3室2厅,116平米,"13,621元/平",158万,东南精装中楼层(共26层) ,https://nn.lianjia.com/ershoufang/105117315849.html
毛坯四房，自由装修成您喜欢的样子,华润二十四城 五象湖,4室2厅,120平米,"17,500元/平",210万,南 北其他中楼层(共47层) ,https://nn.lianjia.com/ershoufang/105111005377.html
精装4房2卫未入住，朝南户型，园林绿化住宅，产权清晰,融创九棠府二期 五象湖,4室2厅,116.32平米,"9,973元/平",116万,南精装中楼层(共25层) ,https://nn.lianjia.com/ershoufang/105115528806.html
天誉半岛 环境优美 交通便利 棒,天誉半岛 五象文旅,4室2厅,135平米,"11,556元/平",156万,南精装中楼层(共62层) ,https://nn.lianjia.com/ershoufang/105111564564.html
金科博翠山 4室2厅 东,金科博翠山 玉洞,4室2厅,128平米,"8,438元/平",108万,东精装低楼层(共26层) ,https://nn.lianjia.com/ershoufang/105116278743.html
四层下叠  大花园 有产权车位  毛坯随心改动,建发五象印月 五象湖,5室2厅,197.58平米,"39,529元/平",781万,南毛坯下叠(共5层) 板楼,https://nn.lianjia.com/ershoufang/105115154240.html
五象湖 龙光玖珑湖二期 南向大阳台3房2卫出售,龙光玖珑湖二期 五象湖,3室2厅,89平米,"12,697元/平",113万,南其他高楼层(共23层) ,https://nn.lianjia.com/ershoufang/105117350965.html
印象愉景湾 房子满二 楼间距宽 全新未入住,印象·愉景湾 五象湖,4室2厅,110平米,"10,000元/平",110万,南 北其他低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105115188443.html
万科金域中央二期 4室2厅 东南,万科金域中央二期 玉洞,4室2厅,126平米,"11,905元/平",150万,东南精装低楼层(共44层) ,https://nn.lianjia.com/ershoufang/105117184583.html
龙光天宸 4室2厅 南,龙光天宸 玉洞,4室2厅,129.61平米,"17,746元/平",230万,南简装高楼层(共27层) ,https://nn.lianjia.com/ershoufang/105114104253.html
总部基地云星钱隆首府E地块4房中间楼层看小区园林,云星钱隆首府E地块 五象核心区,4室2厅,138.05平米,"12,315元/平",170万,南毛坯低楼层(共46层) ,https://nn.lianjia.com/ershoufang/105117307338.html
龙光大品牌，看房方便，配套成熟,龙光玖誉湖御湖 五象文旅,4室2厅,138平米,"11,015元/平",152万,南其他高楼层(共19层) ,https://nn.lianjia.com/ershoufang/105115427724.html
金源一品 3室1厅 南,金源一品 五象核心区,3室1厅,97.12平米,"10,194元/平",99万,南精装低楼层(共39层) ,https://nn.lianjia.com/ershoufang/105117070255.html
檀府印象精装3房 高层采光好 随时看满2年,檀府印象（檀玥） 五象文旅,3室2厅,98平米,"10,205元/平",100万,南精装中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105114017375.html
彰泰郡  精装三房 业主诚心出售,彰泰郡 五象湖,3室1厅,85平米,"7,765元/平",66万,南精装中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105117087240.html
双天桃在家门口，精装没住过，业主诚心出售！,万科金域中央一期 玉洞,4室2厅,126平米,"13,175元/平",166万,南精装中楼层(共50层) ,https://nn.lianjia.com/ershoufang/105117035604.html
产权清晰  精装4房   诚心出售  看房方便,万科翡翠中央 五象湖,4室2厅,143平米,"11,539元/平",165万,南 北精装中楼层(共22层) ,https://nn.lianjia.com/ershoufang/105115939620.html
业主诚心出售 地铁3号线  附带产权车位 满二,建发央玺 五象湖,4室2厅,143平米,"18,462元/平",264万,南 北毛坯中楼层(共29层) ,https://nn.lianjia.com/ershoufang/105117078800.html
五象新区，一线江景，地铁口，四房户型,天誉半岛 五象文旅,4室2厅,139平米,"10,792元/平",150万,南精装低楼层(共61层) ,https://nn.lianjia.com/ershoufang/105115383804.html
总基地旁小高层住宅区，环境优适宜居,沁园 五象核心区,3室2厅,99.25平米,"9,875元/平",98万,东南毛坯中楼层(共16层) ,https://nn.lianjia.com/ershoufang/105114873945.html
金源一品 3室2厅 南,金源一品 五象核心区,3室2厅,96.33平米,"9,862元/平",95万,南毛坯中楼层(共39层) ,https://nn.lianjia.com/ershoufang/105116383142.html
急急急，中间楼栋，中高楼层，美丽价格,彰泰府 五象湖,4室2厅,99平米,"12,425元/平",123万,南精装高楼层(共24层) ,https://nn.lianjia.com/ershoufang/105110456082.html
南北对流双阳台  随时可看 未住过 业主诚心出售,融创九棠府一期 五象湖,4室2厅,125平米,"9,920元/平",124万,南精装中楼层(共22层) ,https://nn.lianjia.com/ershoufang/105114918316.html
个人产权，交易方便，全新未住、,彰泰府 五象湖,4室2厅,99平米,"13,132元/平",130万,东南精装高楼层(共20层) ,https://nn.lianjia.com/ershoufang/105115565969.html
五象新区 次新房南北通风 光线很好 户型方正,彰泰城A区 五象核心区,4室2厅,116.34平米,"11,690元/平",136万,东南精装低楼层(共27层) ,https://nn.lianjia.com/ershoufang/105117246243.html
总部基地旁，五象湖，精装4房，诚心出售,融创九棠府一期 五象湖,4室2厅,110平米,"9,364元/平",103万,南其他中楼层(共23层) ,https://nn.lianjia.com/ershoufang/105117030397.html
中间楼层 视野好 随时可看 二期的,融创九棠府二期 五象湖,3室2厅,100.58平米,"9,446元/平",95万,南精装高楼层(共25层) ,https://nn.lianjia.com/ershoufang/105113739416.html
过去的爱那就遗憾，现在遇到的才叫幸福，好房带车位，,融创九棠府一期 五象湖,4室2厅,110平米,"9,455元/平",104万,南精装低楼层(共24层) ,https://nn.lianjia.com/ershoufang/105116187096.html
九棠府，融创物业，精装修四房，未入住,融创九棠府二期 五象湖,4室2厅,116平米,"9,225元/平",107万,南精装低楼层(共26层) ,https://nn.lianjia.com/ershoufang/105114985064.html
万科星都荟121平南北通精装4房诚心出售满二,万科星都荟 五象湖,4室2厅,121平米,"6,860元/平",83万,南 北精装中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105116734046.html
彰泰府 全新精装4房，视野无遮挡 价格可谈,彰泰府 五象湖,4室2厅,100.2平米,"10,979元/平",110万,南 北精装高楼层(共22层) ,https://nn.lianjia.com/ershoufang/105116934080.html
五象湖 湖畔书院 毛坯四房 业主诚心出售,湖畔书院 五象湖,4室2厅,140平米,"12,500元/平",175万,南 北毛坯低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116071335.html
五象新区 龙光玖誉湖（御湖）三房 精装 高楼层 采光好,龙光玖誉湖御湖 五象文旅,3室2厅,99.06平米,"8,379元/平",83万,南精装高楼层(共21层) ,https://nn.lianjia.com/ershoufang/105116654699.html
精装2房，单价优惠，满五唯一 楼下滨江公园,汉军五象一号 玉洞,2室2厅,82平米,"6,708元/平",55万,东南精装高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105115275175.html
和居·邕江郡 2室1厅 南,和居·邕江郡 白沙星光,2室1厅,46.54平米,"7,736元/平",36万,南精装低楼层(共23层) ,https://nn.lianjia.com/ershoufang/105117142354.html
建工城 3室2厅 南 北,建工城 五象湖,3室2厅,128平米,"5,469元/平",70万,南 北其他低楼层(共24层) ,https://nn.lianjia.com/ershoufang/105116864876.html
融创九棠府 精装 全新4房 看房方便 无欠款,融创九棠府二期 五象湖,4室2厅,116平米,"9,742元/平",113万,西南精装高楼层(共25层) ,https://nn.lianjia.com/ershoufang/105116495291.html
港保苑 2室1厅 东南,港保苑 五象核心区,2室1厅,90.31平米,"7,198元/平",65万,东南其他低楼层(共25层) ,https://nn.lianjia.com/ershoufang/105117101800.html
御景山 4室2厅 东南,御景山 五象核心区,4室2厅,127平米,"10,867元/平",138万,东南精装高楼层(共20层) ,https://nn.lianjia.com/ershoufang/105117325261.html
天誉花园毛坯2房  随时看房  70年住宅,天誉花园4组团 五象文旅,1室1厅,36平米,"6,945元/平",25万,南毛坯中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105117230821.html
五象新区 五象湖旁 3房 朝南  采光好,光明城市梦溪苑 五象湖,3室1厅,96平米,"8,334元/平",80万,南毛坯低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105116420378.html
毛坯房出售~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,湖畔书院 五象湖,3室2厅,120.62平米,"12,270元/平",148万,南毛坯中楼层(共27层) ,https://nn.lianjia.com/ershoufang/105109877769.html
五象自住小区，业主急卖，价格好说，108平毛坯4房,阳光城大唐世家 五象湖,4室2厅,108.6平米,"5,986元/平",65万,南 北毛坯高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105116143211.html
龙光玖誉湖御湖 精装128平 总价108万,龙光玖誉湖御湖 五象文旅,4室2厅,128.55平米,"8,480元/平",109万,南 北精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116243292.html
户型方正南 两房首套自住优选 配套齐全,江悦蓝湾 五象核心区,2室2厅,64.3平米,"11,665元/平",75万,南精装低楼层(共29层) ,https://nn.lianjia.com/ershoufang/105116966793.html
精装3房价格带全屋西门子格力家电,恒大御景 玉洞,3室2厅,93平米,"6,990元/平",65万,南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116417479.html
万达茂旁天誉城楞塘村夜市一房一厅,天誉城 五象文旅,1室1厅,30平米,"6,667元/平",20万,南其他高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105116113129.html
建发央玺三房朝南户型，业主诚心出售，看房方便。,建发央玺 五象湖,3室1厅,107.19平米,"15,972元/平",171.2万,南毛坯中楼层(共26层) ,https://nn.lianjia.com/ershoufang/105115909509.html
五象新区 江边 地铁 广源大都会 江边公园，大四房,广源大都会二期 五象核心区,4室2厅,128平米,"12,500元/平",160万,南毛坯中楼层(共22层) ,https://nn.lianjia.com/ershoufang/105115683565.html
龙光玖誉湖 精装143平 总价129万,龙光玖誉湖御湖 五象文旅,5室2厅,143平米,"9,021元/平",129万,南 北其他中楼层(共24层) ,https://nn.lianjia.com/ershoufang/105115105372.html
檀府印象（檀玥） 3室2厅 南,檀府印象（檀玥） 五象文旅,3室2厅,100平米,"8,300元/平",83万,南精装中楼层(共45层) ,https://nn.lianjia.com/ershoufang/105117333217.html
五象新区银海大道 三房两卫 好楼层 诚心出售 保养好,瑞华·瑞和家園 玉洞,3室1厅,103.69平米,"6,366元/平",66万,东南精装中楼层(共15层) ,https://nn.lianjia.com/ershoufang/105115485291.html
地铁口，精装中间楼层好房诚意出售！满二无增值税,金玖世家南区 玉洞,4室2厅,116平米,"8,449元/平",98万,南 北精装中楼层(共26层) ,https://nn.lianjia.com/ershoufang/105113457108.html
五象总部基地，五象湖边上，标准大三房万科金域中/央,万科金域中央一期 玉洞,3室2厅,96.51平米,"12,124元/平",117万,东南其他高楼层(共49层) ,https://nn.lianjia.com/ershoufang/105105666546.html
万科金域中央一期 3室1厅 南,万科金域中央一期 玉洞,3室1厅,96平米,"12,188元/平",117万,南其他高楼层(共41层) ,https://nn.lianjia.com/ershoufang/105117136368.html
高楼层通透大四房，毛坯随心装修，看房方便,龙光玖珑湖 五象湖,4室2厅,132平米,"11,743元/平",155万,南 北其他中楼层(共26层) ,https://nn.lianjia.com/ershoufang/105116310503.html
五象世茂中心 1室0厅 南,五象世茂中心 五象核心区,1室0厅,36平米,"6,389元/平",23万,南毛坯低楼层(共50层) ,https://nn.lianjia.com/ershoufang/105117279306.html
精装两房 业主自住 看房方便 诚心出,天誉花园4组团 五象文旅,2室1厅,53平米,"8,831元/平",46.8万,南精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105117070835.html
彰泰郡精装4房诚心出售南北通高楼层视野好,彰泰郡 五象湖,4室2厅,103平米,"7,767元/平",80万,南 北精装中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105114537159.html
