标题,位置,房屋类型,面积,单价,总价,介绍,网址
毛胚三房 高楼层 视野开阔 采光充足 配套设施齐全,华发国宾壹号 柳沙,3室2厅,96.17平米,"13,310元/平",128万,南其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116279087.html
凤岭北，山语城精装3房出售，园林小区,凤岭山语城 凤岭北,3室1厅,87平米,"12,644元/平",110万,南精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105112487826.html
全新装修，高区视野好采光好，随时看房，诚意出售,宁铁馨苑 凤岭北,4室1厅,132平米,"10,531元/平",139万,南其他高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105117056147.html
此房满五年不唯一，楼层好采光通透，业主诚心卖 三美,万昌南湖景园 金湖,2室2厅,73平米,"10,959元/平",80万,南其他高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105116219504.html
业主诚心出售，小区少数的小高层，位置安静朝南。,荣和悦澜山 凤岭北,4室2厅,91平米,"12,638元/平",115万,南其他中楼层(共21层) ,https://nn.lianjia.com/ershoufang/105116834592.html
恒大苹果园·金色阳光3-2-1-2 129.00m² 116 万,恒大苹果园·金色阳光 琅东,3室2厅,129平米,"8,140元/平",105万,东南精装高楼层(共17层) ,https://nn.lianjia.com/ershoufang/105115791148.html
万象城地铁口旁边精装修 急售急售,利海亚洲国际B区 东盟商务区,1室0厅,40.59平米,"14,043元/平",57万,南精装中楼层(共29层) ,https://nn.lianjia.com/ershoufang/105113341659.html
凤岭南  朝南通透对流  大四房拎包入住  仅1.2万单价,中房翡翠园二期 琅东,4室2厅,171.28平米,"11,093元/平",190万,南精装中楼层(共13层) ,https://nn.lianjia.com/ershoufang/105113548526.html
柳沙江景大三房 10楼楼层可看江 精装中间楼栋安静,华发国宾壹号 柳沙,3室2厅,142平米,"16,057元/平",228万,南 北其他低楼层(共31层) ,https://nn.lianjia.com/ershoufang/105114900002.html
中房翡翠园二期 3室2厅 南,中房翡翠园二期 琅东,3室2厅,131平米,"11,451元/平",150万,南精装低楼层(共11层) ,https://nn.lianjia.com/ershoufang/105114326816.html
国宾区 国宾壹号4期 126平 江景4房 业主诚心出售,华发国宾壹号 柳沙,4室2厅,126平米,"19,445元/平",245万,东南精装低楼层(共26层) ,https://nn.lianjia.com/ershoufang/105116372441.html
大三房，装修维护很好，领包入住，低密,中房翡翠时光 琅东,3室2厅,122.28平米,"15,130元/平",185万,南其他低楼层(共17层) ,https://nn.lianjia.com/ershoufang/105116034221.html
绿地中央广场 3室2厅 南 北,绿地中央广场 青秀万达,3室2厅,122平米,"15,574元/平",190万,南 北精装高楼层(共29层) ,https://nn.lianjia.com/ershoufang/105116090610.html
保利秀程府  103平采光充足 看房方便 业主诚心出售,保利领秀前城秀程府 凤岭南,4室2厅,103平米,"16,117元/平",166万,南其他高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105114913075.html
东盟商务区  阳光100上东国际 精装两房  看房提前联系,阳光100上东国际 琅东,2室1厅,74平米,"10,271元/平",76万,南其他低楼层(共16层) ,https://nn.lianjia.com/ershoufang/105114697528.html
满五不唯一 诚心出售 价格可谈,恒大苹果园·东方诗韵 琅东,4室2厅,169平米,"8,462元/平",143万,南其他低楼层(共22层) ,https://nn.lianjia.com/ershoufang/105105420218.html
业主诚心出售，交通便利。低总价。,中房翡翠园一期 琅东,1室1厅,44.86平米,"12,930元/平",58万,南其他中楼层(共12层) ,https://nn.lianjia.com/ershoufang/105109941713.html
东盟商务区 莱茵湖畔 大三房 前后花园 看房提前联系,莱茵湖畔 琅东,3室2厅,129平米,"11,628元/平",150万,北其他低楼层(共11层) ,https://nn.lianjia.com/ershoufang/105110338483.html
柳沙半岛 半岛康城4房出售 房子南北对流,半岛康城 柳沙,4室2厅,143.55平米,"9,405元/平",135万,南 北简装高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105111178062.html
华发国宾学府 跟滨湖无缝连接 完全近在咫尺教育,华发国宾壹号 柳沙,3室2厅,101平米,"18,614元/平",188万,南精装中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105111594629.html
东盟商务区旁，户型方正大3房，读书方便,恒大苹果园·东方诗韵 琅东,3室2厅,135平米,"8,000元/平",108万,东其他低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105115177841.html
滨江公园，青秀山，李宁体育园，万达茂综合体，方特,恒大苹果园·东方诗韵 琅东,3室2厅,132平米,"8,940元/平",118万,东南其他低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105107413851.html
莱茵湖畔 精装4房2厅2卫 中层出售,莱茵湖畔 琅东,4室2厅,125.73平米,"14,317元/平",180万,南 北其他中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105110297395.html
琅东站，地铁口，178平大平层，急售,中房翡翠时光 琅东,4室2厅,178平米,"14,888元/平",265万,南毛坯高楼层(共11层) ,https://nn.lianjia.com/ershoufang/105115339371.html
一号线地铁口，看房方便，业主诚心出售,中房翡翠园一期 琅东,1室0厅,39平米,"11,795元/平",46万,北其他低楼层(共12层) ,https://nn.lianjia.com/ershoufang/105116532740.html
山语城错层，上滨湖有车位，装修保养好,凤岭山语城 凤岭北,4室2厅,127.8平米,"16,432元/平",210万,南精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115019557.html
生活便利的商务区，工作在这很适合在这个置业,利海亚洲国际 东盟商务区,1室1厅,49.8平米,"17,671元/平",88万,东南精装低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105106186606.html
该房子产权清晰，精装，保养好，看小区,联发君澜 凤岭北,4室1厅,113平米,"12,832元/平",145万,南 北精装中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105115804716.html
业主诚心出售 方便看房 户型方正 房子保养好,长湖景苑 青秀万达,4室2厅,178平米,"13,765元/平",245万,南简装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105110244986.html
高楼层视野好，近地铁口，南湖国际广场,南湖国际广场 青秀万达,4室2厅,147平米,"22,449元/平",330万,东南其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105110629526.html
急售 青秀区   精装大四房  民族大道旁,塞纳维拉花园 凤岭北,4室2厅,160.7平米,"13,379元/平",215万,南精装低楼层(共15层) ,https://nn.lianjia.com/ershoufang/105107036226.html
此房子通透格局，户型方正，配套设施齐全，视野好,琅园锦绣前程 金湖,3室2厅,109.23平米,"10,803元/平",118万,东南简装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105114399938.html
青山地铁口旁，小高层电梯房，环境优美，业主诚心出售,半山丽园北区 柳沙,3室2厅,137平米,"10,219元/平",140万,东南精装中楼层(共5层) ,https://nn.lianjia.com/ershoufang/105113054141.html
精装两房，万象城商务区，户型号，楼层好,利海亚洲国际B区 东盟商务区,3室2厅,95.89平米,"13,558元/平",130万,东南精装中楼层(共29层) ,https://nn.lianjia.com/ershoufang/105105193528.html
万象城旁 塞纳维拉花园 精准4房 户型好 急售,塞纳维拉花园 凤岭北,4室2厅,157.54平米,"10,791元/平",170万,南其他高楼层(共7层) ,https://nn.lianjia.com/ershoufang/105108631218.html
电梯高楼层，满五年，无欠款，户型朝南,保利·童心缘 凤岭北,3室2厅,90.67平米,"15,441元/平",140万,南其他高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105107591548.html
房子保养好 业主自住 诚心出售 凤岭北成熟配套,华凯·逸悦豪庭一期 凤岭北,2室2厅,81.96平米,"12,446元/平",102万,南精装高楼层(共28层) ,https://nn.lianjia.com/ershoufang/105105489237.html
房子中楼层，采光好户型朝南，视野宽阔,润华·尚城街区 凤岭北,4室2厅,181.11平米,"10,050元/平",182万,南其他中楼层(共16层) ,https://nn.lianjia.com/ershoufang/105105946026.html
万达公馆-1梯2户3卫+精装修+圈层,万达公馆 青秀万达,4室2厅,270平米,"18,149元/平",490万,西南其他低楼层(共60层) ,https://nn.lianjia.com/ershoufang/105115381031.html
低容积高绿化，成熟配套，交通便利,绿海云天 东盟商务区,3室2厅,117平米,"18,804元/平",220万,南其他中楼层(共15层) ,https://nn.lianjia.com/ershoufang/105106365036.html
3号线地铁口 高层南向湖景房 产权清晰 诚心出售,南湖国际广场 青秀万达,2室2厅,89平米,"28,090元/平",250万,南其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105108938677.html
凤岭北东葛路近万达广场，双阳台高楼层，自住保养新,竹江景苑 青秀万达,4室2厅,140平米,"14,429元/平",202万,南 北精装高楼层(共27层) ,https://nn.lianjia.com/ershoufang/105108996420.html
柳沙江滨国宾区 环境好 花园大露台 采光好 诚心急卖,华发国宾壹号 柳沙,2室2厅,91平米,"17,583元/平",160万,南 北其他低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105114261856.html
此房满五不唯一，精装，保养好， 楼层高，采光好,润华·尚城街区 凤岭北,4室2厅,116.9平米,"11,549元/平",135万,南 北其他高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105114969148.html
凤岭北南宁东站旁 大三房，证件齐全，刚须适合入手,凤岭在水一方 凤岭北,3室2厅,90.3平米,"9,081元/平",82万,南简装低楼层(共11层) ,https://nn.lianjia.com/ershoufang/105113579524.html
东葛路中间楼层，总价刚过百万的青秀万达好房,华龙苑小区 青秀万达,3室2厅,93平米,"10,968元/平",102万,南 北其他中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105112343258.html
凤景湾 2室1厅 东南,凤景湾 凤岭北,2室1厅,87平米,"19,541元/平",170万,东南精装高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105112803798.html
吉祥凤景湾122平满二，业主诚心出售,吉祥凤景湾 凤岭北,3室2厅,122平米,"18,525元/平",226万,东南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114167495.html
房子精装好的，看上价格美丽环境幽美。,润华·尚城街区 凤岭北,4室2厅,145平米,"9,518元/平",138万,东南精装低楼层(共11层) ,https://nn.lianjia.com/ershoufang/105116071952.html
精装修，保利物业，配套齐全，业主诚心卖,保利·童心缘 凤岭北,3室2厅,90平米,"14,445元/平",130万,南精装高楼层(共29层) ,https://nn.lianjia.com/ershoufang/105113135714.html
青秀·万达·旁·，交通便利，配套齐全。,竹江景苑 青秀万达,5室2厅,176.05平米,"14,485元/平",255万,南精装高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105105065046.html
长湖路南湖边4房，户型方正，停车方便，封闭式管理,长湖景苑 青秀万达,4室2厅,142平米,"12,324元/平",175万,南其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114131456.html
户型方正，视野开阔，交通方便，业主诚意出售。,中房翡翠园一期 琅东,3室2厅,139平米,"11,511元/平",160万,东南精装高楼层(共12层) ,https://nn.lianjia.com/ershoufang/105106069864.html
金菲豪园 一梯两户板楼 景观视野佳 装修保养好,金菲豪园 东盟商务区,3室2厅,143平米,"25,175元/平",360万,南 北其他高楼层(共6层) ,https://nn.lianjia.com/ershoufang/105115676474.html
越秀路电梯小高层 单价低 好楼栋好楼层 大三房,鑫龙小区 东盟商务区,3室2厅,128平米,"13,282元/平",170万,南简装中楼层(共11层) ,https://nn.lianjia.com/ershoufang/105111946136.html
青秀区  精装大四房，满五唯一，无欠款  拎包入住,塞纳维拉花园 凤岭北,4室2厅,164平米,"8,476元/平",139万,南 北精装低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105106957020.html
近1号新民站地铁，购物广场医院等生活设施配套齐全,国贸中心 朝阳,1室1厅,58平米,"12,932元/平",75万,东南其他低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105116285627.html
房子满五唯一。老城区地段好，配套齐全，红本在手,珉旖大厦 东葛路,4室2厅,137.69平米,"11,258元/平",155万,东简装低楼层(共26层) ,https://nn.lianjia.com/ershoufang/105111623772.html
东盟商务区万象城 盛天地 低密度精装修 满五无增值税,领世郡1号 东盟商务区,3室1厅,182.48平米,"14,961元/平",273万,南 北其他中楼层(共16层) ,https://nn.lianjia.com/ershoufang/105114280606.html
1号线地铁口   商圈成熟   配套齐全,国贸中心 朝阳,2室1厅,70平米,"15,000元/平",105万,南其他高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105112992911.html
青秀区 东盟商务区 青湖中心 业主诚售 看房方便,青湖中心 东盟商务区,0室1厅,85.75平米,"11,079元/平",95万,南 北简装低楼层(共29层) ,https://nn.lianjia.com/ershoufang/105113192873.html
石门森林公园门口全景视野宽厅大户,皇巢世家 东盟商务区,3室2厅,116平米,"20,259元/平",235万,南其他中楼层(共31层) ,https://nn.lianjia.com/ershoufang/105104198704.html
户型好 地段好 采光好 楼层好 业主诚心卖,耀凯凤岭1号 东盟商务区,3室2厅,121.8平米,"17,242元/平",210万,南 北精装高楼层(共24层) ,https://nn.lianjia.com/ershoufang/105111217625.html
利海 精装修 一房一厅  90万 挺好的 看房有钥匙,利海亚洲国际 东盟商务区,1室1厅,55平米,"14,910元/平",82万,东南精装高楼层(共21层) ,https://nn.lianjia.com/ershoufang/105109966686.html
朝阳闹市，优质房源，业主诚售.,国贸中心 朝阳,3室2厅,82.36平米,"10,685元/平",88万,北 南其他中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105110057615.html
青山脚下，森林公园旁，南北对流，采光通透,鑫龙小区 东盟商务区,3室2厅,128平米,"13,985元/平",179万,南 北精装低楼层(共12层) ,https://nn.lianjia.com/ershoufang/105107615070.html
朝阳广场 地铁口两房一厅，视野开阔，户型方正实用,国贸中心 朝阳,2室1厅,82.48平米,"12,488元/平",103万,南其他中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105109593442.html
青秀湖景 青秀山下 竹溪大道边 交通方便,青湖中心 东盟商务区,5室2厅,205平米,"13,513元/平",277万,南简装中楼层(共29层) ,https://nn.lianjia.com/ershoufang/105109673766.html
商务区优质房源 资源丰富 满二房源,耀凯凤岭1号 东盟商务区,4室2厅,180平米,"18,334元/平",330万,南精装高楼层(共17层) ,https://nn.lianjia.com/ershoufang/105106030260.html
东盟商务区，盛天华府精装2房业主诚心出售，拎包入住,盛天华府 东盟商务区,2室2厅,80.69平米,"22,928元/平",185万,南其他高楼层(共22层) ,https://nn.lianjia.com/ershoufang/105106129562.html
绿海云天，位于东盟商务区，教育成熟，交通方便,绿海云天 东盟商务区,3室2厅,117平米,"16,240元/平",190万,南其他低楼层(共15层) ,https://nn.lianjia.com/ershoufang/105105175551.html
业主诚意出售，采光好，交通便利，看房方便,盛天华府 东盟商务区,3室2厅,91.23平米,"23,019元/平",210万,东南精装高楼层(共28层) ,https://nn.lianjia.com/ershoufang/105105604246.html
利海亚洲国际B区 1室1厅 东北,利海亚洲国际B区 东盟商务区,1室1厅,48.7平米,"19,097元/平",93万,东北其他高楼层(共29层) ,https://nn.lianjia.com/ershoufang/105107331073.html
商务区成熟商圈+配套 物业管理好 居家适宜,盛天华府 东盟商务区,3室2厅,91平米,"24,176元/平",220万,南 北精装中楼层(共26层) ,https://nn.lianjia.com/ershoufang/105110623769.html
东盟商务区l联盟新城48平复式一房一厅,联盟新城 东盟商务区,1室1厅,48平米,"17,709元/平",85万,东精装低楼层(共15层) ,https://nn.lianjia.com/ershoufang/105108017838.html
朝阳广场商圈   1号线地铁口   业主诚意出售,国贸中心 朝阳,1室1厅,51平米,"13,726元/平",70万,南其他中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105113401536.html
东盟联排别墅带私家车位花园德利凤岭花园西临青秀山,德利·凤岭世家 东盟商务区,5室3厅,365平米,"30,028元/平",1096万,南精装4层 暂无数据,https://nn.lianjia.com/ershoufang/105108679089.html
此房满二唯一，楼层高，视野开阔，交通方便，配套齐全,利海亚洲国际B区 东盟商务区,2室1厅,68平米,"15,883元/平",108万,南其他中楼层(共26层) ,https://nn.lianjia.com/ershoufang/105115164030.html
户型方正，视野开阔，业主诚意出售，出行方便。,盛天华府 东盟商务区,2室2厅,81.46平米,"22,834元/平",186万,东南其他低楼层(共26层) ,https://nn.lianjia.com/ershoufang/105105612468.html
近商场近地铁口 南北对流双阳台 朝南朝小区 精装修,盛天华府 东盟商务区,4室2厅,109.18平米,"22,715元/平",248万,南精装低楼层(共28层) ,https://nn.lianjia.com/ershoufang/105114645912.html
近江边小区，毛坯房，房子的景观可看江景视野。,保利冠江墅一期 凤岭南,4室2厅,197平米,"19,036元/平",375万,南其他低楼层(共43层) ,https://nn.lianjia.com/ershoufang/105113842092.html
青秀区 金湖帝景小两房业主诚意出售,金湖帝景 金湖,2室2厅,65平米,"28,924元/平",188万,南其他低楼层(共28层) ,https://nn.lianjia.com/ershoufang/105112197886.html
东盟商务区3+1房出售，小区带游泳池和篮球场,耀凯凤岭1号 东盟商务区,4室2厅,134.28平米,"17,129元/平",230万,南其他中楼层(共24层) ,https://nn.lianjia.com/ershoufang/105113984384.html
山语城错层，上滨湖有车位，装修保养好,凤岭山语城 凤岭北,4室2厅,127.8平米,"16,432元/平",210万,南精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115019557.html
会展旁 公园房 山水方园 高楼层 视野好 采光充足,山水方园 东盟商务区,4室2厅,144平米,"20,834元/平",300万,南其他高楼层(共11层) ,https://nn.lianjia.com/ershoufang/105113493003.html
天健国际公馆 2室1厅 南,天健国际公馆 东盟商务区,2室1厅,43.67平米,"21,755元/平",95万,南其他中楼层(共31层) ,https://nn.lianjia.com/ershoufang/105115727482.html
东盟商务区 近地铁 精装好楼层 视野开阔 业主诚心出售,绿海云天 东盟商务区,2室2厅,85平米,"18,000元/平",153万,北精装低楼层(共15层) ,https://nn.lianjia.com/ershoufang/105113738179.html
青秀山脚下 3号线 云星钱隆天下北区 3房 业主诚售,云星钱隆天下北区 金湖,3室2厅,101平米,"12,872元/平",130万,南简装中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105113215890.html
金源CBD现代城 1室1厅 东南,金源CBD现代城 金湖,1室1厅,116.93平米,"14,496元/平",169.5万,东南精装高楼层(共29层) ,https://nn.lianjia.com/ershoufang/105109653870.html
青秀万达商圈 带露台 装修出售，业主诚心出售,绿地中央广场 青秀万达,2室2厅,106.81平米,"19,849元/平",212万,南 北精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105107925007.html
凤岭北，山语城精装3房出售，园林小区,凤岭山语城 凤岭北,3室1厅,87平米,"12,644元/平",110万,南精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105112487826.html
东盟商务区+盛天地旁+配套成熟,盛天华府 东盟商务区,3室2厅,87平米,"20,690元/平",180万,东南精装高楼层(共28层) ,https://nn.lianjia.com/ershoufang/105112630358.html
此房满五年不唯一，楼层好采光通透，业主诚心卖 三美,万昌南湖景园 金湖,2室2厅,73平米,"10,959元/平",80万,南其他高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105116219504.html
万达公馆，豪不可言，南北对流 户型方正 主诚心出售,万达公馆 青秀万达,5室2厅,300.19平米,"18,655元/平",560万,南 北其他低楼层(共60层) ,https://nn.lianjia.com/ershoufang/105112002935.html
青秀区品质小区户型采光好 生活配套齐全 航洋商圈,裕丰·英伦一期 凤岭北,3室2厅,103.5平米,"12,938元/平",133.9万,南 北简装低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105104888310.html
华发国宾壹号 3室2厅 南,华发国宾壹号 柳沙,3室2厅,101平米,"21,585元/平",218万,南精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105113548705.html
业主急卖 航洋城旁地铁口（精装）业主自住大三房,永凯春晖花园西C区 凤岭北,3室2厅,132平米,"15,152元/平",200万,南精装高楼层(共16层) ,https://nn.lianjia.com/ershoufang/105108262746.html
华发物业，管理好，小区环境好，居住舒适度高,华发国宾壹号 柳沙,4室2厅,183.42平米,"22,899元/平",420万,南 北其他中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105114361200.html
万象城地铁口 龙滩苑 精装2房 中间楼层 采光好 总价低,龙滩苑 东盟商务区,3室2厅,85.3平米,"15,241元/平",130万,南精装高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105113506696.html
阳光100上东国际 1室0厅 西,阳光100上东国际 琅东,1室0厅,51.83平米,"8,876元/平",46万,西精装中楼层(共29层) ,https://nn.lianjia.com/ershoufang/105114385248.html
凤翔+十四 外贸单位房 方便停车 精装大4房3阳台,紫荆花園 金湖,4室2厅,193平米,"16,063元/平",310万,南其他低楼层(共8层) ,https://nn.lianjia.com/ershoufang/105115622842.html
此房楼层好，视野宽阔，地铁口，交通便利 滨湖+14,南湖国际广场 青秀万达,4室2厅,135平米,"20,741元/平",280万,南精装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105114819557.html
保利6期精装空房5房双阳台 看房方便 业主诚心出售,保利领秀前城秀程府 凤岭南,5室2厅,143平米,"14,336元/平",205万,东南精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105112823788.html
东盟商务区旁 房子免双税， 有大露台， 采光好 ，有证,恒大苹果园·东方诗韵 琅东,5室2厅,224.31平米,"8,001元/平",179.45万,南毛坯高楼层(共22层) ,https://nn.lianjia.com/ershoufang/105115162231.html
东盟商务区旁，精装3+1房，学铁商配套齐全,恒大苹果园·东方诗韵 琅东,4室1厅,140.79平米,"9,163元/平",129万,西北其他高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105111876519.html
大三房，装修维护很好，领包入住，低密,中房翡翠时光 琅东,3室2厅,122.28平米,"15,130元/平",185万,南其他低楼层(共17层) ,https://nn.lianjia.com/ershoufang/105116034221.html
国宾区 国宾壹号4期 126平 江景4房 业主诚心出售,华发国宾壹号 柳沙,4室2厅,126平米,"19,445元/平",245万,东南精装低楼层(共26层) ,https://nn.lianjia.com/ershoufang/105116372441.html
柳沙半岛 半岛康城4房出售 房子南北对流,半岛康城 柳沙,4室2厅,143.55平米,"9,405元/平",135万,南 北简装高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105111178062.html
华发国宾学府 跟滨湖无缝连接 完全近在咫尺教育,华发国宾壹号 柳沙,3室2厅,101平米,"18,614元/平",188万,南精装中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105111594629.html
东盟商务区旁，户型方正大3房，读书方便,恒大苹果园·东方诗韵 琅东,3室2厅,135平米,"8,000元/平",108万,东其他低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105115177841.html
东盟商务区 莱茵湖畔 大三房 前后花园 看房提前联系,莱茵湖畔 琅东,3室2厅,129平米,"11,628元/平",150万,北其他低楼层(共11层) ,https://nn.lianjia.com/ershoufang/105110338483.html
绿地中央广场 3室2厅 南 北,绿地中央广场 青秀万达,3室2厅,122平米,"15,574元/平",190万,南 北精装高楼层(共29层) ,https://nn.lianjia.com/ershoufang/105116090610.html
中房翡翠时光 3室2厅 南,中房翡翠时光 琅东,3室2厅,97平米,"13,918元/平",135万,南其他中楼层(共17层) ,https://nn.lianjia.com/ershoufang/105109918930.html
长湖景苑大四房，带车位，业主诚心出售,长湖景苑 青秀万达,4室2厅,176平米,"10,739元/平",189万,南其他低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105105611959.html
满五不唯一 诚心出售 价格可谈,恒大苹果园·东方诗韵 琅东,4室2厅,169平米,"8,462元/平",143万,南其他低楼层(共22层) ,https://nn.lianjia.com/ershoufang/105105420218.html
业主诚心出售，交通便利。低总价。,中房翡翠园一期 琅东,1室1厅,44.86平米,"12,930元/平",58万,南其他中楼层(共12层) ,https://nn.lianjia.com/ershoufang/105109941713.html
满五不唯一 万象商圈 看房方便 地铁口,利海亚洲国际B区 东盟商务区,1室1厅,33.93平米,"14,737元/平",50万,南 北简装中楼层(共29层) ,https://nn.lianjia.com/ershoufang/105117085134.html
彰泰凤岭江湾101平3+1方 好小区 更好物业,彰泰·凤岭江湾 仙葫,4室2厅,101平米,"11,882元/平",120万,西南精装高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105114396899.html
长湖凤景湾毛坯四房 南北通透 高楼层 户型好,凤景湾 凤岭北,4室2厅,136平米,"17,648元/平",240万,南 北毛坯高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105114142147.html
2020年交房 青秀山旁边 全新精装修,新希望·大唐·锦悦青山 柳沙,3室2厅,99平米,"12,122元/平",120万,南其他中楼层(共27层) ,https://nn.lianjia.com/ershoufang/105115299222.html
地铁口双北大，装修保养漂亮含家具家电，价格可谈,荣和山水美地4组团微笑湾 凤岭北,3室2厅,100.67平米,"12,715元/平",128万,南精装高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105116629774.html
万象城地铁口旁边精装修 户型方正 看房方便,利海亚洲国际 东盟商务区,1室1厅,59.25平米,"13,503元/平",80万,东南精装低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105117195368.html
保利·童心缘 4室2厅 南,保利·童心缘 凤岭北,4室2厅,137.33平米,"13,763元/平",189万,南精装高楼层(共29层) ,https://nn.lianjia.com/ershoufang/105116003773.html
柳沙片区小区中间位置 精装中楼层3房2卫,招商雍景湾 柳沙,3室2厅,95平米,"12,632元/平",120万,南精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116470868.html
凤岭北南宁东站旁 在水一方2房2厅，证件齐全,凤岭在水一方 凤岭北,2室2厅,80平米,"7,375元/平",59万,南精装低楼层(共6层) ,https://nn.lianjia.com/ershoufang/105117006551.html
户型方正，南北通透，楼层好，视野宽阔，采光充足,凤祥名居 仙葫,4室2厅,142平米,"7,395元/平",105万,南 北毛坯高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116488144.html
业主重新装修 精装3房 2卫 户型方正,荣和大地一组团花园里 凤岭北,3室1厅,81平米,"12,717元/平",103万,南精装中楼层(共11层) ,https://nn.lianjia.com/ershoufang/105116843973.html
春晖花园 精装四房 诚意出售 中间楼层 看房方便,永凯春晖花园西C区 凤岭北,4室2厅,144平米,"10,209元/平",147万,东南简装低楼层(共12层) ,https://nn.lianjia.com/ershoufang/105116481877.html
青秀山脚下，远辰山水一号，南向看青山三房，有钥匙看,远辰·山水一号 东盟商务区,3室2厅,158.77平米,"16,061元/平",255万,东南简装低楼层(共10层) ,https://nn.lianjia.com/ershoufang/105117087574.html
万象城地铁全新精装修两房两厅80㎡出售,利海亚洲国际B区 东盟商务区,2室2厅,80平米,"12,375元/平",99万,东南精装中楼层(共22层) ,https://nn.lianjia.com/ershoufang/105116336154.html
民歌湖旁 精装大开间  业主诚心出售,城市花园 金湖,1室0厅,45平米,"9,778元/平",44万,东南简装低楼层(共26层) ,https://nn.lianjia.com/ershoufang/105107370925.html
冠江墅一线江景 朝南大五房 毛坯可灵活装修 满二,保利冠江墅一期 凤岭南,5室2厅,143平米,"19,231元/平",275万,南毛坯中楼层(共45层) ,https://nn.lianjia.com/ershoufang/105114885826.html
民族东+26   60平方两房一楼接地    出售   价格便宜,客货运输公司宿舍 东葛路,2室1厅,55.22平米,"10,323元/平",57万,南其他低楼层(共7层) ,https://nn.lianjia.com/ershoufang/105117346509.html
观塘菜市，人民公园后门，电梯小户型，买菜购物一体化,阳光新都 东葛路,2室2厅,81平米,"7,408元/平",60万,南简装中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105117092081.html
东盟商务区地铁口，财富广场高楼层朝南大两房，总价低,财富国际广场C区 凤岭北,2室1厅,97平米,"9,176元/平",89万,南其他高楼层(共22层) ,https://nn.lianjia.com/ershoufang/105116453977.html
中房翡翠园一期，绿化高，居住舒适,中房翡翠园一期 琅东,4室2厅,137.84平米,"9,432元/平",130万,南简装中楼层(共12层) ,https://nn.lianjia.com/ershoufang/105114032692.html
阳光100上东国际 1室0厅 南,阳光100上东国际 琅东,1室0厅,75.65平米,"6,002元/平",45.4万,南简装高楼层(共29层) ,https://nn.lianjia.com/ershoufang/105116935527.html
精装3房，万科物业，高楼层，看房就看这套，OK的,万科城 凤岭北,3室2厅,89平米,"11,236元/平",100万,南 北精装高楼层(共35层) ,https://nn.lianjia.com/ershoufang/105116889358.html
