标题,位置,房屋类型,面积,单价,总价,介绍,网址
科园大道 税务干部宿舍 172平大四房 南北双阳台,广西税务干部学校职工宿舍 心圩区,4室2厅,172.93平米,"7,807元/平",135万,东南简装低楼层(共3层) ,https://nn.lianjia.com/ershoufang/105116123529.html
相思湖大学城  ，业主诚心出售，精装修,骋望 · 麓涛 石埠,3室1厅,94平米,"7,979元/平",75万,南 北精装低楼层(共19层) ,https://nn.lianjia.com/ershoufang/105115172326.html
绿地西城精装修3房 大阳台 双阳台 高楼层 视野采光好,绿地西城国际花都 石埠,3室2厅,95.88平米,"8,866元/平",85万,南 北其他高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105115431613.html
绿地西城国际花都大房子 改善住房 双阳台 精装修房,绿地西城国际花都 石埠,3室2厅,140.77平米,"8,383元/平",118万,南 北其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115408692.html
西乡塘区交通基建管理局安吉小区 5室2厅 东南,西乡塘区交通基建管理局安吉小区 安吉,5室2厅,182平米,"7,391元/平",134.5万,东南精装高楼层(共11层) ,https://nn.lianjia.com/ershoufang/105112969562.html
紫金阁小区 3室2厅 东南 南,紫金阁小区 北湖南,3室2厅,98平米,"7,654元/平",75万,东南 南精装中楼层(共12层) ,https://nn.lianjia.com/ershoufang/105113755884.html
石埠地铁口毛坯三房 业主急卖 看房方便 有钥匙,童乐嘉园 石埠,3室2厅,89.95平米,"6,404元/平",57.6万,北其他中楼层(共31层) ,https://nn.lianjia.com/ershoufang/105114378771.html
童乐嘉园 3室2厅 南,童乐嘉园 石埠,3室2厅,106平米,"6,416元/平",68万,南精装高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105117058088.html
双公园1号线地铁口500米 123平毛坯3房 清川小敩 急卖,长线局小区 心圩区,3室2厅,123.3平米,"6,651元/平",82万,南其他低楼层(共22层) ,https://nn.lianjia.com/ershoufang/105117113652.html
开发商精装交付，配有空调，房间木地板,澜月府 安吉,5室2厅,143平米,"11,049元/平",158万,南精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115337930.html
109平4房，阳台朝南，看花园，视野开阔,中国铁建安吉山语城 安吉,4室2厅,109.38平米,"10,971元/平",120万,东南精装中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105112506859.html
骋望麓涛3房 精装修，南北通透,骋望 · 麓涛 石埠,3室2厅,87.06平米,"7,099元/平",61.8万,南 北精装中楼层(共29层) ,https://nn.lianjia.com/ershoufang/105114656678.html
瀚林精装93平3房两卫，中高楼层视野好，满五唯一,瀚林雅筑 心圩区,3室2厅,93平米,"9,678元/平",90万,南 北精装高楼层(共24层) ,https://nn.lianjia.com/ershoufang/105115130226.html
挑高双层洋房，精装装修，带车位出售，业主急卖,中国铁建安吉山语城 安吉,4室2厅,165平米,"9,697元/平",160万,东南精装中楼层(共11层) ,https://nn.lianjia.com/ershoufang/105113293129.html
绿地精装4房，南北双阳台，拓展面积大,绿地西城国际花都 石埠,4室2厅,126平米,"9,524元/平",120万,南 北精装中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105115135935.html
北湖 恒大新城 大三房 交通便利 户型方正 诚心卖,恒大新城 北湖南,3室2厅,118.67平米,"5,815元/平",69万,南 北其他中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105116755242.html
石埠品质小区 万科大品牌 环境优美物业管理好出行便利,万科悦府 石埠,4室2厅,92平米,"9,022元/平",83万,南其他中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105117028112.html
大商汇国际住区 4室2厅 南,大商汇国际住区 安吉,4室2厅,87平米,"7,817元/平",68万,南毛坯低楼层(共17层) ,https://nn.lianjia.com/ershoufang/105116944865.html
骋望领尚颂 精装2房 高楼层的 小区近江边,骋望领尚颂 石埠,2室1厅,54.33平米,"6,995元/平",38万,南精装高楼层(共25层) ,https://nn.lianjia.com/ershoufang/105117173239.html
盛天熙府 4室2厅 东南,盛天熙府 心圩区,4室2厅,115.9平米,"9,837元/平",114万,东南精装低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105116827702.html
嘉士涌金广场 95平5房，空间够大，喜欢的来。,嘉士涌金广场 心圩区,5室1厅,95.48平米,"6,494元/平",62万,东南其他低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105113352911.html
中国铁建安吉山语城 5室2厅 南 北,中国铁建安吉山语城 安吉,5室2厅,146平米,"11,165元/平",163万,南 北精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114678178.html
近5号线，滨江公园，户型方正，通风采光，产权清晰。,龙光·水悦龙湾 西大,3室1厅,79平米,"10,760元/平",85万,南 北其他低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105109972817.html
近5号线，滨江公园，户型方正，通风采光，产权清晰。,龙光·水悦龙湾 西大,3室2厅,132.92平米,"8,126元/平",108万,南 北其他低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105112070406.html
业主诚心出售，满五唯一无免双税，北湖商圈地铁五号线,隆源雅居 北湖南,3室1厅,118平米,"9,492元/平",112万,南精装32层 ,https://nn.lianjia.com/ershoufang/105113208926.html
新秀公园旁  地铁五号线  精装大三房,龙光·水悦龙湾 西大,3室2厅,113平米,"10,000元/平",113万,东南精装低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105106779724.html
正对地铁3号线站口，可直达青秀金湖五象新区上班无忧,和园小区 北湖北,2室1厅,59.5平米,"8,068元/平",48万,南 北精装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105110708887.html
近5号线，滨江公园，户型方正，通风采光，产权清晰。,龙光·水悦龙湾 西大,4室2厅,140平米,"10,358元/平",145万,北其他高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105113021059.html
正对地铁3号线站口，可直达青秀金湖五象新区上班无忧,和园小区 北湖北,1室1厅,37.74平米,"7,420元/平",28万,东 西精装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105110708889.html
近5号线，滨江公园，户型方正，通风采光，产权清晰,龙光·水悦龙湾 西大,3室2厅,87平米,"8,736元/平",76万,南其他高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105115626817.html
西大旁地铁口三房，近江近公园，业主诚意售，方便看房,龙光·水悦龙湾 西大,3室2厅,93平米,"10,000元/平",93万,南其他高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105113657799.html
阳光城檀悦 正南坐北 小区楼间距宽 环境优雅,阳光城·檀悦 西大,3室2厅,96平米,"14,167元/平",136万,南精装高楼层(共25层) ,https://nn.lianjia.com/ershoufang/105113342663.html
西大东门，秀灵路5号线  精装3房,阳光城·檀悦 西大,3室2厅,92平米,"13,805元/平",127万,南 北精装中楼层(共29层) ,https://nn.lianjia.com/ershoufang/105111409204.html
澜月府3房新装修，业主诚心出售，价格美丽,澜月府 安吉,3室2厅,97平米,"11,341元/平",110万,南精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105112112915.html
准新房、房子全新装修，楼层好，视野广，业主诚意出售,招商樾园 相思湖,3室2厅,113.36平米,"9,351元/平",106万,南精装中楼层(共22层) ,https://nn.lianjia.com/ershoufang/105115975142.html
安吉万达广场旁澜月府精装三房出售,澜月府 安吉,3室2厅,98.52平米,"10,658元/平",105万,南其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116755805.html
民大地铁口 70年不动产 复式楼3房 诚心出售 可谈,中旭上下 相思湖,3室2厅,60.8平米,"9,047元/平",55万,南 北毛坯高楼层(共15层) ,https://nn.lianjia.com/ershoufang/105115436727.html
西乡塘区 明秀西路 水悦龙湾2+1房 近5号地铁,龙光·水悦龙湾 西大,3室2厅,81.96平米,"9,639元/平",79万,南精装中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105112164517.html
此房证在手，产权清晰，通风、采光、楼层好采光充足,人和莱茵鹭湖 心圩区,3室1厅,95平米,"10,527元/平",100万,南简装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115826939.html
西大商圈 近江公园  楼下就是地铁站 次新小区 2+1房,龙光·水悦龙湾 西大,3室2厅,81平米,"11,112元/平",90万,南精装高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105105088024.html
龙光·君悦华庭 3室2厅 南,龙光·君悦华庭 相思湖,3室2厅,96平米,"8,438元/平",81万,南精装低楼层(共31层) ,https://nn.lianjia.com/ershoufang/105116392778.html
万达商圈 澜月府大4房 配套齐 交通便利  诚心出售,澜月府 安吉,4室2厅,120平米,"10,667元/平",128万,南其他高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105114216746.html
独享300平露台   2020年刚交房，户型方正，精装修,阳光城·檀悦 西大,3室2厅,108平米,"13,889元/平",150万,南其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105109185371.html
西大东门阳光城·檀悦 大三房 配套齐全2号地铁 诚心卖,阳光城·檀悦 西大,3室1厅,96平米,"13,542元/平",130万,南其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116164837.html
联发·西棠春晓 3室1厅 南,联发·西棠春晓 石埠,3室1厅,87平米,"8,045元/平",69.99万,南其他低楼层(共29层) ,https://nn.lianjia.com/ershoufang/105116726180.html
龙光·水悦龙湾 4室2厅 南,龙光·水悦龙湾 西大,4室2厅,139平米,"10,432元/平",145万,南简装中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105113996566.html
采光好设备齐全交通便利 同户型贵十几万，抢手房源,人和莱茵鹭湖 心圩区,4室2厅,106.89平米,"10,058元/平",107.5万,南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105112831231.html
新城3房 房子采光好 小区安静舒适 诚心售卖,瀚林新城 朝阳,3室2厅,87.5平米,"10,515元/平",92万,东南 南其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105112675121.html
北湖北路 小区环境好，配套齐全购物，近快环,昌泰尊府 北湖南,1室1厅,42平米,"9,048元/平",38万,南其他低楼层(共27层) ,https://nn.lianjia.com/ershoufang/105108139828.html
和园小区  一房一厅  客厅阳台朝南  地铁口,和园小区 北湖北,1室1厅,43平米,"9,535元/平",41万,东南精装中楼层(共21层) ,https://nn.lianjia.com/ershoufang/105111915133.html
标准户型，一房一厅，带阳台的，精装小户型，拎包入住,盛天名都 北湖南,1室1厅,51平米,"10,393元/平",53万,南简装高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105114901714.html
采光好交通便利带多得一间房 同户型贵十万，抢手房源,人和莱茵鹭湖 心圩区,3室2厅,77.23平米,"9,064元/平",70万,南精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105114593936.html
朝阳商圈地段雅里人家四室两厅出售,雅里人家 朝阳,4室1厅,115平米,"8,870元/平",102万,南精装低楼层(共29层) ,https://nn.lianjia.com/ershoufang/105111532268.html
西大商圈，单间，交通便利，刚需合适~,世贸西城 西大,1室1厅,46平米,"7,609元/平",35万,南精装高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105114996560.html
近江近公园近地铁，满五唯一精装3房，随时看房~,龙光·水悦龙湾 西大,3室1厅,78平米,"8,718元/平",68万,南简装高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105115292633.html
老城区配套成熟 北湖北路 地铁口近 交通便利,云星城市春天西区 北湖南,3室2厅,115平米,"7,392元/平",85万,东南其他低楼层(共17层) ,https://nn.lianjia.com/ershoufang/105110856711.html
地铁口 楼中楼单价不到7000 4室2卫60万月供2200上车,嘉汇馨源南区 西大,4室1厅,85.89平米,"6,986元/平",60万,南简装高楼层(共7层) ,https://nn.lianjia.com/ershoufang/105115069532.html
同人·学府大道 3室2厅 南 北,同人·学府大道 相思湖,3室2厅,108平米,"7,593元/平",82万,南 北精装中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105116238237.html
新阳路 精装三房 南北户型 通风采光好,新阳现代城 朝阳,3室2厅,93平米,"9,140元/平",85万,南精装高楼层(共27层) ,https://nn.lianjia.com/ershoufang/105106306794.html
新上！西大洋浦星  方正四房 高层视野开阔 可谈,洋浦星 西大,4室2厅,112.59平米,"11,369元/平",128万,南毛坯高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105115259787.html
朝阳商圈高档小区精装准新房出售,融创·融公馆 朝阳,3室2厅,99.4平米,"11,872元/平",118万,南 北精装中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105111983221.html
一线江景毛坯房 随心装修 交通便利  户型方正,荣恒江景 朝阳,3室2厅,125平米,"8,240元/平",103万,东南 南毛坯高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105107956749.html
台湾街精装3房，业主诚意售，价格可谈，方便看房,台湾街宜兰湾 西大,3室1厅,78.62平米,"9,286元/平",73万,南精装低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105114363218.html
朝阳 民生广场旁，毛坯2房，一线江景,港航·江缘时代广场二期 朝阳,2室2厅,81.56平米,"7,480元/平",61万,南精装高楼层(共29层) ,https://nn.lianjia.com/ershoufang/105113213524.html
"8字头精装四房，(新阳100),交通便利，朝阳商圈，急卖",新阳100 朝阳,4室2厅,166.77平米,"8,155元/平",136万,南精装高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105106966527.html
老城区商圈，户型方正，采光好，视野宽阔。,正新花园 朝阳,2室1厅,72平米,"7,639元/平",55万,南 北精装中楼层(共8层) ,https://nn.lianjia.com/ershoufang/105113411940.html
安吉华都小区 3室1厅 南,安吉华都小区 西大,3室1厅,76平米,"8,158元/平",62万,南精装中楼层(共31层) ,https://nn.lianjia.com/ershoufang/105114757266.html
朝阳商圈品质三房！业主诚意出售，房子很新方便看房。,春江花月 朝阳,3室2厅,115.96平米,"9,918元/平",115万,南精装低楼层(共36层) ,https://nn.lianjia.com/ershoufang/105110617188.html
楼层好，房子是精装修，配套齐全，交通便利。采光充足,邕江一品 朝阳,3室1厅,98平米,"8,674元/平",85万,南 北简装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114407926.html
棕榈湾三期两房，中间楼层，采光好,棕榈湾三期 北湖北,2室2厅,87平米,"7,817元/平",68万,南 北其他高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105114246136.html
奥园永和府，三房105.4平130万,奥园永和府二期 朝阳,3室2厅,105.4平米,"10,437元/平",110万,南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105106018389.html
西大58平大开间 三面采光 电梯 格局可塑性强 仅售48万,城市碧园 西大,1室0厅,58平米,"8,276元/平",48万,南简装低楼层(共14层) ,https://nn.lianjia.com/ershoufang/105115378672.html
鼎华金铭福邸 朝阳商圈 老城区,鼎华金铭福邸 朝阳,2室2厅,64平米,"7,657元/平",49万,东南简装低楼层(共23层) ,https://nn.lianjia.com/ershoufang/105116817516.html
小区园林绿化好，附 近有人人乐商场，有海鲜市场,云星城市春天西区 北湖南,3室2厅,99平米,"9,596元/平",95万,东南简装中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105108661886.html
台湾街 精装3房 邕江边约200米,台湾街·花莲府 西大,3室2厅,106.34平米,"9,216元/平",98万,南 北精装高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105115795576.html
满五唯一，江景房，楼层好，视野好，交通便利,华亨邕江御景 朝阳,3室2厅,96平米,"12,500元/平",120万,南简装高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105111037953.html
近朝阳 水街民生广场毛坯2房180度视角,春江花月 朝阳,2室2厅,78.58平米,"9,545元/平",75万,南 北毛坯高楼层(共40层) ,https://nn.lianjia.com/ershoufang/105106079302.html
朝阳商圈精装房业主改善换房出售价格便宜,云林苑台湾街 西大,3室2厅,89平米,"8,652元/平",77万,南精装高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105114999095.html
房户型方正 ，通风采光好，没有欠款， 地铁口 邕江边,世贸商城 朝阳,1室1厅,29.6平米,"8,784元/平",26万,南简装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105109940985.html
大户型看瞰江  老城区配套成熟,荣恒江景 朝阳,3室2厅,115平米,"10,000元/平",115万,南其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105105524584.html
此房楼层好，视野宽阔，采光充足，配套设施齐全。,人和莱茵鹭湖 心圩区,2室2厅,37平米,"13,460元/平",49.8万,西精装高楼层(共22层) ,https://nn.lianjia.com/ershoufang/105106565059.html
天健城 4室2厅 南 北,天健城 西大,4室2厅,130平米,"10,462元/平",136万,南 北毛坯中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115416020.html
莱茵鹭湖小户型毛坯，总价低，边套视野开阔,人和莱茵鹭湖 心圩区,3室2厅,49平米,"9,184元/平",45万,西毛坯中楼层(共22层) ,https://nn.lianjia.com/ershoufang/105116683174.html
业主诚心出售，户型方正，采光通风好,龙光水悦龙湾御江 西大,4室2厅,105平米,"8,620元/平",90.5万,东南毛坯中楼层(共12层) ,https://nn.lianjia.com/ershoufang/105115626807.html
朝阳商圈 水街市场旁 邕江一品精装三房 业主诚心出售,邕江一品 朝阳,3室2厅,98.42平米,"11,990元/平",118万,南精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105110262512.html
老城区 近火车站 交通便利 带杂物房,正新花园 朝阳,3室1厅,85平米,"9,412元/平",80万,东南其他中楼层(共9层) ,https://nn.lianjia.com/ershoufang/105116788981.html
鼎盛国际 西大商圈 地铁口 农院夜市街 综合配套齐全,鼎盛国际 西大,1室1厅,50平米,"7,000元/平",35万,南简装低楼层(共25层) ,https://nn.lianjia.com/ershoufang/105115258628.html
楼层好，房子是精装修，配套齐全，交通便利。采光充足,邕江一品 朝阳,2室1厅,72平米,"9,028元/平",65万,东南简装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105114241886.html
精装带车位 三个阳台，北湖芯，地铁五号线，大唐购物,大唐天城 北湖南,4室2厅,132平米,"12,122元/平",160万,南其他低楼层(共55层) ,https://nn.lianjia.com/ershoufang/105112267522.html
朝阳商圈精装房业主改善换房出售价格便宜,龙光水悦龙湾御江 西大,3室2厅,89平米,"9,551元/平",85万,南毛坯高楼层(共12层) ,https://nn.lianjia.com/ershoufang/105114848839.html
朝阳商圈精装房业主改善换房出售价格便宜,融昌·邕江银座 朝阳,2室1厅,86.51平米,"9,826元/平",85万,南简装高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105112921878.html
龙光水悦龙湾 5号线新秀公园地铁口 西大商圈中兴桥北,龙光·水悦龙湾 西大,4室1厅,143.17平米,"9,779元/平",140万,南 北精装低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105116280590.html
龙腾路 台湾街 舒适精装3房 有车位,台湾街宜兰湾 西大,3室2厅,124.85平米,"8,811元/平",110万,南简装中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105103838066.html
房龄新、楼层好视野宽阔、采光充足、带家私。,融创融公馆融达苑 朝阳,3室2厅,99平米,"11,920元/平",118万,南其他高楼层(共43层) ,https://nn.lianjia.com/ershoufang/105114446694.html
新阳路 精装三房 南北户型 通风采光好,新阳现代城 朝阳,3室2厅,93平米,"9,140元/平",85万,南精装高楼层(共27层) ,https://nn.lianjia.com/ershoufang/105106306794.html
西大朝阳商圈，成熟地段，配套完善，价格实惠！,新阳国际小区 西大,3室2厅,115平米,"6,261元/平",72万,南精装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105106906546.html
朝阳商圈，邕江旁！成熟地段，配套完善，价格实惠！,邕江时代广场(一期) 朝阳,4室1厅,135平米,"10,075元/平",136万,东南精装中楼层(共26层) ,https://nn.lianjia.com/ershoufang/105107461208.html
一线江景毛坯房 随心装修 交通便利  户型方正,荣恒江景 朝阳,3室2厅,125平米,"8,240元/平",103万,东南 南毛坯高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105107956749.html
户型方正，楼栋视野好，合适刚需，产权清，采光好,城市碧园 西大,1室1厅,44.85平米,"8,250元/平",37万,东南简装低楼层(共14层) ,https://nn.lianjia.com/ershoufang/105106173702.html
莱茵鹭湖小户型毛坯，总价低，边套视野开阔,人和莱茵鹭湖 心圩区,3室2厅,49平米,"9,184元/平",45万,西毛坯中楼层(共22层) ,https://nn.lianjia.com/ershoufang/105116683174.html
鲁班路地铁口！看房方便有钥匙！业主诚心出售！！,嘉汇馨源南区 西大,1室1厅,36平米,"9,167元/平",33万,南 北精装高楼层(共11层) ,https://nn.lianjia.com/ershoufang/105116179337.html
老城区 近火车站 交通便利 带杂物房,正新花园 朝阳,3室1厅,85平米,"9,412元/平",80万,东南其他中楼层(共9层) ,https://nn.lianjia.com/ershoufang/105116788981.html
朝阳商圈品质三房！业主诚意出售，房子很新方便看房。,春江花月 朝阳,3室2厅,115.96平米,"9,918元/平",115万,南精装低楼层(共36层) ,https://nn.lianjia.com/ershoufang/105110617188.html
西大地铁口 1号线 大三房 单价便宜,百汇华庭 西大,3室2厅,136.48平米,"8,427元/平",115万,东南简装高楼层(共22层) ,https://nn.lianjia.com/ershoufang/105104625509.html
西大地铁，看房方便，游泳池，价格可谈,城市碧园 西大,3室2厅,106平米,"7,359元/平",78万,南 北简装低楼层(共6层) ,https://nn.lianjia.com/ershoufang/105116441467.html
大唐天城，三房改大两房，业主诚心出售,大唐天城 北湖南,3室1厅,87平米,"12,644元/平",110万,南其他低楼层(共51层) ,https://nn.lianjia.com/ershoufang/105112107458.html
朝阳商圈 水街市场旁 邕江一品精装三房 业主诚心出售,邕江一品 朝阳,3室2厅,98.42平米,"11,990元/平",118万,南精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105110262512.html
户型房子，高楼层，保养好，视野宽阔，适合长期居住,建安公司宿舍 西大,2室1厅,62平米,"9,678元/平",60万,南 北简装高楼层(共8层) ,https://nn.lianjia.com/ershoufang/105105933862.html
台湾街 精装3房 邕江边约200米,台湾街·花莲府 西大,3室2厅,106.34平米,"9,216元/平",98万,南 北精装高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105115795576.html
精装带车位 三个阳台，北湖芯，地铁五号线，大唐购物,大唐天城 北湖南,4室2厅,132平米,"12,122元/平",160万,南其他低楼层(共55层) ,https://nn.lianjia.com/ershoufang/105112267522.html
天域香格里拉 标准1房1厅诚意出售 朝小区花园,天域·香格里拉 西大,1室1厅,48.38平米,"9,302元/平",45万,东南简装低楼层(共28层) ,https://nn.lianjia.com/ershoufang/105106921708.html
奥园永和府，三房105.4平130万,奥园永和府二期 朝阳,3室2厅,105.4平米,"10,437元/平",110万,南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105106018389.html
龙光水悦龙湾 5号线新秀公园地铁口 西大商圈中兴桥北,龙光·水悦龙湾 西大,4室1厅,143.17平米,"9,779元/平",140万,南 北精装低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105116280590.html
新上！正恒国际 沃尔玛 楼下地铁口 2+1房 高层 采光好,正恒国际 西大,3室2厅,64平米,"10,313元/平",66万,北精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115274433.html
天域香格里拉拎包入户享受美好生活,天域·香格里拉 西大,1室1厅,46.81平米,"11,109元/平",52万,南简装高楼层(共28层) ,https://nn.lianjia.com/ershoufang/105106949946.html
小区园林绿化好，附 近有人人乐商场，有海鲜市场,云星城市春天西区 北湖南,3室2厅,99平米,"9,596元/平",95万,东南简装中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105108661886.html
欠款业主可以自己解决 看房方便,新阳国际小区 西大,3室2厅,78平米,"7,821元/平",61万,南精装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115754970.html
朝阳广场，精修单间出售，入则宁静出则繁华,世贸商城 朝阳,1室0厅,29.16平米,"6,173元/平",18万,南精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105109344495.html
阳光城·檀悦 1室1厅 西,阳光城·檀悦 西大,1室1厅,41.49平米,"10,364元/平",43万,西精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114225167.html
此房楼层好，视野宽阔，采光充足，配套设施齐全。,人和莱茵鹭湖 心圩区,2室2厅,37平米,"13,460元/平",49.8万,西精装高楼层(共22层) ,https://nn.lianjia.com/ershoufang/105106565059.html
西大标准大三房 精装修 方正户型 109平仅售65万,康達花園 西大,3室2厅,109.41平米,"5,941元/平",65万,南精装高楼层(共8层) ,https://nn.lianjia.com/ershoufang/105116041861.html
桃园居必看好房！朝小区花园，毛坯随时看房！,台湾街·桃园居 西大,3室2厅,96平米,"8,334元/平",80万,南毛坯低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105106956203.html
地铁口，简单装修，办公用的小复式，,广源鲁班壹号 西大,1室1厅,43平米,"13,442元/平",57.8万,南简装低楼层(共22层) ,https://nn.lianjia.com/ershoufang/105114590335.html
满五唯一，江景房，楼层好，视野好，交通便利,华亨邕江御景 朝阳,3室2厅,96平米,"12,500元/平",120万,南简装高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105111037953.html
精装4房2厅2卫，客厅阳台朝南 房间大 主卧比较大,澜月府 安吉,4室2厅,128平米,"10,000元/平",128万,东南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116528015.html
正南朝向，舒适三房，采光好。通风好。,龙光·君悦华庭 相思湖,3室2厅,87.82平米,"8,882元/平",78万,南其他低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116206467.html
锦华 秀灵路地铁口2房，业主诚心售卖，价格美丽,明秀西园 西大,2室1厅,80平米,"6,625元/平",53万,南其他低楼层(共8层) ,https://nn.lianjia.com/ershoufang/105113781426.html
房户型方正 ，通风采光好，没有欠款， 地铁口 邕江边,世贸商城 朝阳,1室1厅,29.6平米,"8,784元/平",26万,南简装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105109940985.html
万象华府华润品质，业主诚心出售，看房方便,华润万象华府 北湖南,4室2厅,142平米,"14,085元/平",200万,南毛坯中楼层(共44层) ,https://nn.lianjia.com/ershoufang/105113979605.html
江宇世纪城傍  明秀小区大三房 公摊小 使用面积大,明秀小区 北湖南,3室2厅,113.77平米,"6,065元/平",69万,南简装中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105110022016.html
老城区配套成熟 北湖北路 地铁口近 交通便利,云星城市春天西区 北湖南,3室2厅,115平米,"7,392元/平",85万,东南其他低楼层(共17层) ,https://nn.lianjia.com/ershoufang/105110856711.html
北湖 鑫利华花城A区 大两房 交通便利 诚心卖,鑫利华花城A区 北湖北,3室2厅,82.13平米,"8,280元/平",68万,南 北其他高楼层(共11层) ,https://nn.lianjia.com/ershoufang/105116363336.html
盛天西城 4室2厅 南,盛天西城 西大,4室2厅,100平米,"12,300元/平",123万,南精装低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105114453960.html
西乡塘区 北大路瀚林御景 精装置换四房 近广西大学,瀚林·御景 西大,4室2厅,117.67平米,"11,898元/平",140万,南精装中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105110266802.html
"8字头精装四房，(新阳100),交通便利，朝阳商圈，急卖",新阳100 朝阳,4室2厅,166.77平米,"8,155元/平",136万,南精装高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105106966527.html
地铁口1号线  隆源国际花园  正正三房,隆源国际花园 西大,3室2厅,110平米,"8,455元/平",93万,南其他高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105113351940.html
华润万象华府 2室1厅 南 北,华润万象华府 北湖南,2室1厅,50.1平米,"11,977元/平",60万,南 北其他高楼层(共47层) ,https://nn.lianjia.com/ershoufang/105115065459.html
此房满五唯一高楼层视野开阔房子方正,人和莱茵鹭湖 心圩区,4室3厅,49平米,"10,613元/平",52万,南其他高楼层(共22层) ,https://nn.lianjia.com/ershoufang/105114443597.html
此房证件齐全，户型方正，采光通风好，格局通透。,台湾街宜兰湾 西大,3室2厅,74.8平米,"10,161元/平",76万,南其他高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105113472459.html
