标题,位置,房屋类型,面积,单价,总价,介绍,网址
龙光玖珑臺 滨江小区 精装三房 中间楼层,龙光玖珑臺 龙岗,3室1厅,89平米,"9,551元/平",85万,南其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114173763.html
loft复式楼得两层小高层精装房,龙光玖珑臺 龙岗,2室2厅,60平米,"8,667元/平",52万,北其他低楼层(共31层) ,https://nn.lianjia.com/ershoufang/105115858628.html
高楼层，采光视野好，户型方正的。产权清晰，随时可签,龙光玖珑臺 龙岗,3室2厅,89.7平米,"8,919元/平",80万,东其他高楼层(共27层) ,https://nn.lianjia.com/ershoufang/105115659584.html
龙光玖珑臺 精装三房 南向阳台 看房方便,龙光玖珑臺 龙岗,3室2厅,89平米,"8,989元/平",80万,南其他低楼层(共26层) ,https://nn.lianjia.com/ershoufang/105115673887.html
刚交房一两年的次新房，小区环境优美，万科物业品质好,万科金域滨江 龙岗,3室2厅,122平米,"9,837元/平",120万,南 北其他中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105114924443.html
五象东万达茂旁 精装未入住3房 诚意出售,新城悦隽风华 龙岗,3室2厅,99平米,"9,091元/平",90万,南精装低楼层(共27层) ,https://nn.lianjia.com/ershoufang/105115263429.html
邕宁区，业主诚心出售  大唐盛世112平精装4房  97万,大唐盛世观湖 龙岗,4室2厅,112平米,"8,661元/平",97万,南 北精装低楼层(共27层) ,https://nn.lianjia.com/ershoufang/105114344551.html
万科物业 精装修四房 业主诚心出售 有证,万科金域滨江 龙岗,4室2厅,118.82平米,"10,016元/平",119万,南 北精装中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105110879655.html
中铁江湾山语城，91平3房，精装修，看房方便,中铁江湾山语城 龙岗,3室1厅,91平米,"9,891元/平",90万,南精装高楼层(共43层) ,https://nn.lianjia.com/ershoufang/105115693280.html
小区自带游泳池，绿化好，居民素质高，交通出行方便,昌泰水立方 龙岗,2室1厅,54.77平米,"8,418元/平",46.1万,北简装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105113380312.html
五象东品质居住大盘配套生活气息浓厚。。。,大唐盛世 龙岗,3室1厅,96平米,"7,813元/平",75万,南其他低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105113885776.html
合景·天峻广场 3室2厅 南,合景·天峻广场 龙岗,3室2厅,89平米,"8,427元/平",75万,南精装中楼层(共26层) ,https://nn.lianjia.com/ershoufang/105116960795.html
五象东 中海哈罗学府120平精装4房 4号线地铁口200米,中海哈罗学府 龙岗,4室2厅,122平米,"8,361元/平",102万,南精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116809368.html
五象东，有地铁，生活便利，楼下就有菜市,大唐世家二区 蒲庙,4室2厅,107平米,"6,262元/平",67万,东南毛坯中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105113058906.html
万丰新新传说 3室2厅 南 北,万丰新新传说 龙岗,3室2厅,85平米,"6,824元/平",58万,南 北其他中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105117354929.html
精装4房.想尽快出手，价格都好谈,东方城市花园 蒲庙,4室2厅,143平米,"6,574元/平",94万,东南 南精装高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105116770273.html
新城悦隽风华 4室2厅 南 北,新城悦隽风华 龙岗,4室2厅,115平米,"8,696元/平",100万,南 北其他高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105117305817.html
五象东 昌泰水立方 高层精装3房 诚意出售,昌泰水立方 龙岗,3室2厅,90平米,"7,778元/平",70万,东南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115581320.html
中高层，楼层好，视野开阔，户型方正，交通便利,昌泰水立方 龙岗,3室2厅,89平米,"6,517元/平",58万,南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116629314.html
大四房大户型，低楼层适合喜欢低楼层的朋友,昌泰水立方 龙岗,4室2厅,128平米,"7,032元/平",90万,南精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115339912.html
满二 户型方正 物业管理好，交通方便,阳光城丽景湾 龙岗,3室1厅,88平米,"9,432元/平",83万,南其他低楼层(共24层) ,https://nn.lianjia.com/ershoufang/105116106514.html
五象东灵龟山生活便利好房，拎包入住,银泉一品天誉 龙岗,3室2厅,98平米,"10,000元/平",98万,南 北其他中楼层(共39层) ,https://nn.lianjia.com/ershoufang/105113509279.html
红本在手，中间楼层，毛坯房，任意装,宝能·城市广场 龙岗,3室2厅,91平米,"6,594元/平",60万,南毛坯中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105115355515.html
龙岗桥头 水立方 精装4房 诚意出售7字,昌泰水立方 龙岗,4室1厅,114平米,"7,720元/平",88万,东南精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116322798.html
户型方正，楼层好，采光好，业主诚心出售,昌泰水立方 龙岗,4室2厅,108平米,"7,871元/平",85万,东南精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105111353099.html
万达茂旁 4房2卫 大平层洋房 万科开发商,万科金域滨江 龙岗,4室1厅,143平米,"10,350元/平",148万,南 北精装高楼层(共11层) ,https://nn.lianjia.com/ershoufang/105116743143.html
五象东精装修拎包入住大三房，生活方便,大唐世家三区 蒲庙,3室2厅,89平米,"7,416元/平",66万,南其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116188930.html
精装4房带车位，带500平独立露台，未入住。,阳光城丽景湾 龙岗,4室2厅,129平米,"14,729元/平",190万,南 北精装低楼层(共40层) ,https://nn.lianjia.com/ershoufang/105114308423.html
户型方正，精装3房2卫，采光通风好视野开阔，配套齐全,盛湖悦景 龙岗,3室2厅,97平米,"7,732元/平",75万,南 北精装中楼层(共24层) ,https://nn.lianjia.com/ershoufang/105116692919.html
万达茂 4号线 五象火车站  品质精装3房出售,新城悦隽风华 龙岗,3室2厅,100.53平米,"7,958元/平",80万,南精装低楼层(共26层) ,https://nn.lianjia.com/ershoufang/105116754080.html
户型方正，楼层好，采光好，业主诚心出售,昌泰水立方 龙岗,4室2厅,111平米,"8,739元/平",97万,南其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115173929.html
毛坯4房，价格还可以谈，中间楼层,昌泰水立方 龙岗,4室2厅,113平米,"6,815元/平",77万,南其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115340078.html
五象东龙岗，合景天峻精装4房，仅售90万,合景·天峻广场 龙岗,4室2厅,106平米,"8,019元/平",85万,南精装低楼层(共21层) ,https://nn.lianjia.com/ershoufang/105115724526.html
万科大品牌，近邕江边，小区绿化环境好，户型方正,万科金域滨江 龙岗,3室2厅,95平米,"8,211元/平",78万,南 北其他低楼层(共27层) ,https://nn.lianjia.com/ershoufang/105114926744.html
万科品质装修 品牌物业 业主诚意出售,万科金域滨江 龙岗,4室2厅,120平米,"10,667元/平",128万,南 北其他中楼层(共27层) ,https://nn.lianjia.com/ershoufang/105109855574.html
房子产权清晰，精装修，户型方正，小区环境好,新城悦隽风华 龙岗,3室2厅,99平米,"8,586元/平",85万,东南其他中楼层(共24层) ,https://nn.lianjia.com/ershoufang/105117167636.html
中间楼层，得房高，三房二厅，无欠款诚心出售,康岭花城 蒲庙,3室2厅,82.76平米,"6,042元/平",50万,南精装中楼层(共11层) ,https://nn.lianjia.com/ershoufang/105117018468.html
此房业主诚心出售，看房方便，刚需户型,东方城市花园 蒲庙,2室1厅,82.69平米,"6,047元/平",50万,南其他高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105117185281.html
中铁江湾山语城 5室2厅 南 北,中铁江湾山语城 龙岗,5室2厅,189.1平米,"12,163元/平",230万,南 北毛坯高楼层(共6层) ,https://nn.lianjia.com/ershoufang/105115623756.html
龙岗东方 大唐盛世 96平精装四房,大唐盛世 龙岗,4室2厅,96平米,"7,292元/平",70万,东南 南其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114861092.html
世茂茂御府 龙岗精装两房拎包入住,世茂茂御府 龙岗,2室2厅,68平米,"9,559元/平",65万,南其他低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105117238338.html
业主亲自装修和买家具家电都是品牌货细节处理也很好,世茂茂御府 龙岗,3室2厅,79平米,"8,228元/平",65万,南其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115228184.html
此房中间楼层，装修好，看房方便，诚意可谈,阳光城丽景湾 龙岗,3室1厅,88平米,"8,523元/平",75万,南其他中楼层(共38层) ,https://nn.lianjia.com/ershoufang/105117244014.html
五象东大3房楼层好生活便利。。。,滨江阳光水岸 蒲庙,3室2厅,89.85平米,"7,123元/平",64万,南 北其他高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105117183256.html
此房满五唯一，四室两厅 大阳台 高楼层,君华•锦云 龙岗,4室2厅,108平米,"7,963元/平",86万,东南毛坯高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116146931.html
五象东 水岸明珠123平精装3房 中间楼层 一线江景房,水岸明珠 蒲庙,3室2厅,123.6平米,"6,473元/平",80万,南 北精装中楼层(共21层) ,https://nn.lianjia.com/ershoufang/105117247163.html
世茂茂御府 4室1厅 南,世茂茂御府 龙岗,4室1厅,107平米,"9,814元/平",105万,南精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115000499.html
江湾山语城99.48㎡精装4房  近江边负氧离子丰富,中铁江湾山语城 龙岗,4室2厅,99.48平米,"12,063元/平",120万,南 北精装中楼层(共26层) ,https://nn.lianjia.com/ershoufang/105114793044.html
五象东龙岗片区大唐世家4房装修好的,大唐世家三区 蒲庙,4室2厅,108平米,"9,260元/平",100万,北 东北精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114890156.html
阳光城丽景湾 3室1厅 南 北,阳光城丽景湾 龙岗,3室1厅,88平米,"9,091元/平",80万,南 北精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105117037708.html
地铁口400米，楼下学铁商配齐，近江边，精装，可谈价,大唐世家三区 蒲庙,4室2厅,118平米,"6,950元/平",82万,南精装低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105117114573.html
万达茂旁 大三房 精装修 满五唯一 业主诚心出售,新城悦隽风华 龙岗,4室2厅,128.74平米,"9,710元/平",125万,南 北其他中楼层(共27层) ,https://nn.lianjia.com/ershoufang/105117193539.html
一手业主 带有装修 未住人 待有缘人,龙光玖珑臺 龙岗,3室2厅,90平米,"9,445元/平",85万,南 北其他低楼层(共25层) ,https://nn.lianjia.com/ershoufang/105116471561.html
阳光城丽景湾 装修别墅 未入住 滨江别墅,阳光城丽景湾 龙岗,5室2厅,235平米,"22,554元/平",530万,南精装低楼层(共3层) ,https://nn.lianjia.com/ershoufang/105117229326.html
大四房大户型，低楼层适合喜欢低楼层的朋友,昌泰水立方 龙岗,4室2厅,128平米,"7,032元/平",90万,南精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115339912.html
万达茂旁 精装四房 业主急售  交通方便,新城悦隽风华 龙岗,4室2厅,115平米,"8,522元/平",98万,南精装低楼层(共26层) ,https://nn.lianjia.com/ershoufang/105114215924.html
满二 户型方正 物业管理好，交通方便,阳光城丽景湾 龙岗,3室1厅,88平米,"9,432元/平",83万,南其他低楼层(共24层) ,https://nn.lianjia.com/ershoufang/105116106514.html
邕宁区，中梁国宾熙岸精装3房，小高层，采光好,中梁·国宾熙岸 蒲庙,3室2厅,101平米,"6,535元/平",66万,南其他低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105117293277.html
五象东 昌泰水立方 高层精装3房 诚意出售,昌泰水立方 龙岗,3室2厅,90平米,"7,778元/平",70万,东南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115581320.html
银泉一品龙湾 3室2厅 南 北,银泉一品龙湾 蒲庙,3室2厅,95.9平米,"8,760元/平",84万,南 北其他中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105117336180.html
合景天峻精装2房，业主诚心出售，近江滨公园。,合景·天峻广场 龙岗,2室2厅,65平米,"8,308元/平",54万,东南其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105113069009.html
地铁口400米，楼下学铁商配齐，近江边，毛坯，可谈价,大唐世家二区 蒲庙,3室2厅,87平米,"7,472元/平",65万,南毛坯高楼层(共29层) ,https://nn.lianjia.com/ershoufang/105117123109.html
房子满二，精装房，改动性高，户型方正,世茂茂御府 龙岗,2室1厅,68平米,"8,530元/平",58万,南其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115987345.html
户型方正，江景房，采光好，视野无遮挡,阳光城丽景湾 龙岗,4室2厅,129平米,"10,853元/平",140万,南精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105117176581.html
大品牌，品质小区。精装4房带家具家电 户型方正采光好,龙光玖珑臺 龙岗,4室1厅,107平米,"9,814元/平",105万,南其他中楼层(共35层) ,https://nn.lianjia.com/ershoufang/105117197129.html
五象东品质居住楼盘大唐世家三房在卖,大唐世家三区 蒲庙,3室2厅,88平米,"8,182元/平",72万,南其他中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105114890017.html
近江边，精装修，设施配套齐全，采光好,世茂茂御府 龙岗,4室1厅,110平米,"10,000元/平",110万,南精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116304752.html
五象 合景天峻广场87平精装3房 滨江公园100米,合景·天峻广场 龙岗,3室2厅,87平米,"8,621元/平",75万,南精装高楼层(共15层) ,https://nn.lianjia.com/ershoufang/105117328377.html
中海哈罗学府 3室2厅 南 北,中海哈罗学府 龙岗,3室2厅,97平米,"10,825元/平",105万,南 北其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105117296540.html
大唐世家三区 3室1厅 南 北,大唐世家三区 蒲庙,3室1厅,82.1平米,"8,527元/平",70万,南 北其他中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105117293534.html
精装3房小洋房，总高10楼，价格还可以小谈,盛湖悦景 龙岗,3室2厅,98平米,"7,654元/平",75万,南精装高楼层(共10层) ,https://nn.lianjia.com/ershoufang/105116212481.html
天地明珠舒适大四房，诚意出售看房方便,中铁交通天地明珠 龙岗,4室1厅,160平米,"13,000元/平",208万,南简装中楼层(共22层) ,https://nn.lianjia.com/ershoufang/105116949966.html
大品牌，品质小区。精装3房带家具家电户型方正采光好,龙光玖珑臺 龙岗,3室1厅,89平米,"10,113元/平",90万,南其他低楼层(共35层) ,https://nn.lianjia.com/ershoufang/105117197216.html
开发商精装未住过，朝南，诚心出售,盛湖悦景 龙岗,4室2厅,108平米,"9,260元/平",100万,南 北其他低楼层(共15层) ,https://nn.lianjia.com/ershoufang/105116392700.html
房子产权清晰，精装修，户型方正，小区环境好,新城悦隽风华 龙岗,3室2厅,99平米,"8,586元/平",85万,东南其他中楼层(共24层) ,https://nn.lianjia.com/ershoufang/105117167636.html
精装3+1房，看房方便，价格还可以谈,大唐盛世 龙岗,4室2厅,89平米,"7,641元/平",68万,南精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115597610.html
五象东，万达茂商圈，精致毛坯三房，看房方便,万丰新新传说 龙岗,3室2厅,88平米,"6,250元/平",55万,东毛坯中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105113118625.html
五象龙岗  精装4房未住过 业主诚心出售,龙光玖珑臺 龙岗,4室2厅,108平米,"8,612元/平",93万,北精装高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105115674053.html
业主诚心出售， 有房产证，，精装修 ，,合景·天峻广场 龙岗,4室2厅,110平米,"10,455元/平",115万,南 北精装高楼层(共14层) ,https://nn.lianjia.com/ershoufang/105113767851.html
龙岗地铁站，中间楼层精装修，满二让您过户入住更简单,中海哈罗学府 龙岗,3室2厅,100平米,"8,600元/平",86万,南精装中楼层(共27层) ,https://nn.lianjia.com/ershoufang/105114635151.html
万达茂旁 江边品质小区 中铁 精装3房 诚售,中铁交通天地明珠 龙岗,3室2厅,95平米,"8,000元/平",76万,南 北精装中楼层(共22层) ,https://nn.lianjia.com/ershoufang/105115030160.html
精装3房 自住保养很好   万科物业,阳光城丽景湾 龙岗,3室2厅,87平米,"8,046元/平",70万,南 北精装低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105115010428.html
五象东品质居住大盘生活配套浓厚,大唐盛世 龙岗,3室2厅,120平米,"6,667元/平",80万,南其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105113897712.html
五象东万达茂 江边品质住宅 玖龙薹 精装3房 诚意出售,龙光玖珑臺 龙岗,3室2厅,89平米,"8,090元/平",72万,南 北精装低楼层(共27层) ,https://nn.lianjia.com/ershoufang/105113708618.html
龙岗 昌泰水立方105万精装4房83万 宝能城市广场旁,昌泰水立方 龙岗,4室1厅,105平米,"7,905元/平",83万,北精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115674160.html
世茂茂御府 3室2厅 南 北,世茂茂御府 龙岗,3室2厅,80平米,"10,000元/平",80万,南 北其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105117355436.html
房子诚心出售 看房方便 证件齐全,世茂茂御府 龙岗,3室1厅,80平米,"8,750元/平",70万,南其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114236098.html
龙岗大道边，标准四房，精装带家具,昌泰水立方 龙岗,4室2厅,117.95平米,"7,292元/平",86万,南其他中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105113971637.html
户型方正，楼层好，采光好，业主诚心出售,昌泰水立方 龙岗,4室2厅,111平米,"8,739元/平",97万,南其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115173929.html
中铁江湾山语城5房310平方业主诚心出售,中铁江湾山语城 龙岗,5室2厅,310平米,"18,710元/平",580万,南精装6层 ,https://nn.lianjia.com/ershoufang/105116547080.html
毛坯4房，价格还可以谈，中间楼层,昌泰水立方 龙岗,4室2厅,113平米,"6,815元/平",77万,南其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115340078.html
万达茂 临江小区 龙光玖龙台 精装3房 诚售,龙光玖珑臺 龙岗,3室2厅,90平米,"10,556元/平",95万,南 北精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115179059.html
龙岗大楼盘 大唐盛世 165平洋房 有花园,大唐盛世 龙岗,4室2厅,165平米,"9,091元/平",150万,南 北其他低楼层(共6层) ,https://nn.lianjia.com/ershoufang/105116448003.html
龙光玖珑臺 精装三房 南向阳台 看房方便,龙光玖珑臺 龙岗,3室2厅,89平米,"10,450元/平",93万,南其他高楼层(共27层) ,https://nn.lianjia.com/ershoufang/105115674010.html
阳光城精装大5房，145平，仅售133万,阳光城丽景湾 龙岗,5室2厅,145平米,"8,414元/平",122万,南精装低楼层(共31层) ,https://nn.lianjia.com/ershoufang/105116207665.html
诚心出售，三房两厅两卫大阳台，红木家具,龙光玖珑臺 龙岗,3室2厅,89.51平米,"10,055元/平",90万,南精装高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105115833192.html
五象东龙岗，合景天峻精装4房，仅售90万,合景·天峻广场 龙岗,4室2厅,106平米,"8,019元/平",85万,南精装低楼层(共21层) ,https://nn.lianjia.com/ershoufang/105115724526.html
万丰新新传说，电梯两房 配套齐全 小区环境优美,万丰新新传说 龙岗,3室2厅,90平米,"10,000元/平",90万,南 北毛坯高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115929696.html
大唐盛世 4室2厅 南 北,大唐盛世 龙岗,4室2厅,117平米,"7,436元/平",87万,南 北其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105117247115.html
精装修大4房 保养很好，采光通风好,合景·天峻广场 龙岗,4室2厅,101.79平米,"8,351元/平",85万,东南精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115754946.html
昌泰水立方 1室1厅 南 北,昌泰水立方 龙岗,1室1厅,54.77平米,"7,304元/平",40万,南 北其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105117314593.html
小区环境好，精装，近江边，户型方正,龙光玖珑臺 龙岗,4室2厅,108平米,"10,000元/平",108万,南 东南精装低楼层(共35层) ,https://nn.lianjia.com/ershoufang/105112319855.html
五象东 丽景湾精装4房诚意出售,阳光城丽景湾 龙岗,4室2厅,127平米,"10,079元/平",128万,南精装中楼层(共29层) ,https://nn.lianjia.com/ershoufang/105117005523.html
采光通风好，户型布局合理，精装修风格漂亮,龙光玖珑臺 龙岗,3室2厅,89平米,"10,338元/平",92万,南其他低楼层(共27层) ,https://nn.lianjia.com/ershoufang/105112063493.html
精装3房2卫  带车位出售  看合适可以谈 看房提前约,龙光玖珑臺 龙岗,3室2厅,90平米,"9,445元/平",85万,南其他低楼层(共25层) ,https://nn.lianjia.com/ershoufang/105114482760.html
龙岗洋房江湾山语城.毛坯房子.好户型,中铁江湾山语城 龙岗,8室3厅,300平米,"8,300元/平",249万,南 北毛坯低楼层(共9层) ,https://nn.lianjia.com/ershoufang/105102654701.html
江滨公园旁精装3房，业主自住，宋家私电器,龙光玖珑臺 龙岗,3室1厅,90平米,"9,778元/平",88万,南精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114173992.html
业主诚心出售，看房方便，产权清晰,盛湖悦景 龙岗,3室2厅,96平米,"9,688元/平",93万,南精装低楼层(共27层) ,https://nn.lianjia.com/ershoufang/105110443301.html
整个小区很哇塞的户型，很大阳台,花畔里 龙岗,4室2厅,127平米,"8,504元/平",108万,南 北毛坯低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115917926.html
小区环境好 精装三房 邻近江边 万达茂旁,龙光玖珑臺 龙岗,3室2厅,90平米,"11,112元/平",100万,南 北其他中楼层(共25层) ,https://nn.lianjia.com/ershoufang/105117081014.html
五象万达茂商圈 精装现房 不临街 看房方便 诚意可谈,合景·天峻广场 龙岗,4室1厅,117平米,"7,949元/平",93万,南 北精装中楼层(共39层) ,https://nn.lianjia.com/ershoufang/105116163177.html
龙光玖珑薹公寓精装房1235678,龙光玖珑臺 龙岗,3室2厅,88平米,"6,819元/平",60万,北精装中楼层(共8层) ,https://nn.lianjia.com/ershoufang/105117074095.html
龙光玖珑臺 精装4房 南北向阳台 看房方便,龙光玖珑臺 龙岗,4室2厅,111平米,"9,460元/平",105万,北其他中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115673933.html
中间楼层，采光视野好，方正四房，产权清晰，,龙光玖珑臺 龙岗,4室2厅,108平米,"10,186元/平",110万,南其他低楼层(共35层) ,https://nn.lianjia.com/ershoufang/105116650159.html
龙岗花畔里小区精装三房带露台宜养宜学 无欠款,花畔里 龙岗,3室2厅,90平米,"8,889元/平",80万,南精装低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105114725804.html
2楼带600平侧边露台，精装修，方便看房，价格还可以谈,阳光城丽景湾 龙岗,3室2厅,92平米,"12,609元/平",116万,东南其他低楼层(共38层) ,https://nn.lianjia.com/ershoufang/105112677166.html
高楼层，采光视野好，户型方正的。产权清晰，随时可签,龙光玖珑臺 龙岗,4室2厅,111平米,"10,361元/平",115万,南 北其他低楼层(共23层) ,https://nn.lianjia.com/ershoufang/105115813638.html
大品牌，品质小区。毛坯一房。。。。。。。。。。。,龙光玖珑臺 龙岗,1室1厅,41平米,"5,366元/平",22万,南毛坯高楼层(共8层) ,https://nn.lianjia.com/ershoufang/105114902790.html
龙光玖珑臺精装房 中高楼层 滨江小区居住舒适,龙光玖珑臺 龙岗,3室1厅,89平米,"10,675元/平",95万,南其他低楼层(共28层) ,https://nn.lianjia.com/ershoufang/105115177024.html
龙光玖珑臺 南北通透双阳台精装4房 高楼层通风采光好,龙光玖珑臺 龙岗,4室2厅,115平米,"11,305元/平",130万,南 北其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114820300.html
龙光玖珑臺 精装三房 南北向阳台 看房方便,龙光玖珑臺 龙岗,4室2厅,110平米,"9,546元/平",105万,南 北其他低楼层(共26层) ,https://nn.lianjia.com/ershoufang/105115673865.html
诚心出售，4房2厅2卫2阳台，南北对流，好房推荐,阳光城丽景湾 龙岗,4室2厅,129平米,"10,853元/平",140万,东南其他高楼层(共40层) ,https://nn.lianjia.com/ershoufang/105115133056.html
户型很方正，采光好，业主好说话,合景·天峻广场 龙岗,3室2厅,87平米,"8,276元/平",72万,南精装中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105111016847.html
龙光品牌 小区绿化好 配套齐全,龙光玖珑臺 龙岗,3室2厅,89平米,"10,000元/平",89万,南其他中楼层(共25层) ,https://nn.lianjia.com/ershoufang/105110591202.html
五象东毛坯房十高层有证业主急卖,花畔里 龙岗,2室2厅,99平米,"7,071元/平",70万,南毛坯高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105111115739.html
龙光玖珑臺孔雀门组团 精装三房 阳台朝南 中间楼层,龙光玖珑臺 龙岗,3室1厅,89平米,"11,236元/平",100万,南其他高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105114370292.html
龙岗新区，盛湖悦景，111平4房，精装修,盛湖悦景 龙岗,4室2厅,111.37平米,"8,710元/平",97万,南 北精装高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105116428716.html
龙岗大唐盛世观湖，144平毛坯4房，小高层洋房100万,大唐盛世观湖 龙岗,4室2厅,144平米,"6,945元/平",100万,南 北精装高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105116550809.html
君华锦云，3房2厅，精装修，朝南户型,君华•锦云 龙岗,3室2厅,86平米,"7,559元/平",65万,南毛坯中楼层(共29层) ,https://nn.lianjia.com/ershoufang/105116448065.html
盛湖悦景 3房2厅，精装未入住，好楼层,盛湖悦景 龙岗,3室2厅,96平米,"9,375元/平",90万,南 北精装中楼层(共24层) ,https://nn.lianjia.com/ershoufang/105115436329.html
万达茂旁，带露台洋房，带家具，双主卧设计。,大唐盛世 龙岗,4室2厅,144平米,"11,667元/平",168万,东南其他中楼层(共6层) ,https://nn.lianjia.com/ershoufang/105113258164.html
五象新区，君华锦云，62平，2房,君华•锦云 龙岗,2室2厅,62平米,"9,839元/平",61万,南简装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115033837.html
精装三房，中间楼层，看房提前联系，价格还有可以,君华•锦云 龙岗,3室2厅,101平米,"9,703元/平",98万,南 北其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114980570.html
万丰新新传说 3室2厅 北 南,万丰新新传说 龙岗,3室2厅,97.88平米,"6,110元/平",59.8万,北 南毛坯低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116889677.html
业主诚心出售 精装三房 高层视野舒服 价钱可谈,合景·天峻广场 龙岗,3室2厅,86.1平米,"10,686元/平",92万,南精装高楼层(共36层) ,https://nn.lianjia.com/ershoufang/105113911330.html
邕江边，带露 台四房，精装修，拎包入住,万科金域滨江 龙岗,4室2厅,122平米,"11,886元/平",145万,南其他低楼层(共28层) ,https://nn.lianjia.com/ershoufang/105117062926.html
视野开阔，，户型方正 小区环境优美,阳光城丽景湾 龙岗,4室2厅,129平米,"8,528元/平",110万,南精装低楼层(共40层) ,https://nn.lianjia.com/ershoufang/105115829237.html
装修好，没入住。有钥匙看房方便，满五唯一,宝能·城市广场 龙岗,4室2厅,126.11平米,"7,930元/平",100万,南其他中楼层(共23层) ,https://nn.lianjia.com/ershoufang/105116807992.html
大四房品质精装修，用材讲究，保养好,启迪亮 龙岗,4室2厅,130.5平米,"9,962元/平",130万,南 北精装中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105115816022.html
精装3房中间楼层，价格可以小谈,大唐果(邕宁区) 龙岗,3室2厅,92平米,"7,392元/平",68万,南 北精装中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105115439636.html
洋房小高层，装修未入住，业主好说话。,世茂金科博翠江山 龙岗,4室2厅,141平米,"8,937元/平",126万,南其他中楼层(共14层) ,https://nn.lianjia.com/ershoufang/105115785419.html
